Temperature (C),Temperature (K),1/T (1/K),Rate Constant k (1/s),ln(k),Conversion (%),Pressure (bar),Agitation RPM,Residence Time (min),Heat Duty (kJ/mol),Cooling Load (kW),Scale-Up Success
172.211,445.361,0.00224537,1.989959603198358,0.68811434,51.762,1.618,233,199.121,62.305,103.091,1
139.106,412.256,0.00242568,0.6442796245257009,-0.43962245,40.325,2.671,891,158.771,51.92,123.287,0
70.027,343.177,0.00291395,0.0303937527499306,-3.49351819,40.135,13.587,102,268.768,55.117,70.456,0
162.107,435.257,0.00229749,1.436351182140909,0.362106,53.741,3.982,957,207.538,58.098,186.024,1
130.508,403.658,0.00247734,0.466369540933299,-0.76277695,42.347,7.169,996,208.24,46.816,7.78,0
131.537,404.687,0.00247105,0.4851103936494646,-0.7233788,48.415,5.897,251,90.673,51.084,167.792,1
48.06,321.21,0.00311323,0.008739376083263396,-4.73991648,35.131,3.849,677,103.952,48.769,116.78,0
106.309,379.459,0.00263533,0.1736171068570963,-1.75090294,39.503,14.158,255,22.551,51.434,205.405,0
85.817,358.967,0.00278577,0.06775648900124037,-2.69183505,44.115,11.899,902,184.141,49.295,58.594,0
71.824,344.974,0.00289877,0.03342066371194577,-3.3985809,36.538,6.511,436,274.777,57.807,207.386,0
36.623,309.773,0.00322817,0.004258562293473667,-5.45882367,36.571,10.638,292,241.484,48.998,122.716,0
96.041,369.191,0.00270863,0.1097749866153124,-2.20932258,44.666,8.132,617,37.244,61.768,111.473,0
36.797,309.947,0.00322636,0.004307106589753746,-5.44748893,36.308,12.385,309,167.369,55.009,39.259,0
131.094,404.244,0.00247375,0.4769633099044452,-0.74031571,45.858,7.942,894,129.617,51.896,185.701,0
30.851,304.001,0.00328946,0.002902512283223614,-5.84217861,43.962,9.558,157,234.783,42.146,182.065,0
173.648,446.798,0.00223815,2.081902011782041,0.7332819,53.553,5.623,159,276.963,59.939,171.278,1
133.327,406.477,0.00246016,0.5192764250341355,-0.65531893,44.035,2.554,853,67.982,41.958,213.401,0
63.098,336.248,0.002974,0.02087748523103346,-3.86908396,44.189,1.691,280,149.439,45.035,115.797,0
48.777,321.927,0.00310629,0.009126720811246127,-4.69654882,42.614,8.115,228,74.16,59.437,129.715,0
132.681,405.831,0.00246408,0.5067122062971643,-0.67981208,45.595,14.025,743,214.71,45.33,209.332,0
40.646,313.796,0.00318678,0.005516723580412898,-5.19997115,43.506,6.33,511,177.658,45.2,118.435,0
153.555,426.705,0.00234354,1.076924497440154,0.07410929,45.441,14.768,859,299.039,51.701,145.088,0
124.58,397.73,0.00251427,0.3701980344747386,-0.99371719,39.932,10.386,675,217.206,51.26,91.552,0
63.062,336.212,0.00297431,0.02083594502272327,-3.87107566,44.451,1.111,377,12.466,46.032,194.473,0
44.834,317.984,0.00314481,0.007172792294833144,-4.93746026,40.046,5.554,910,220.442,42.886,129.234,0
102.317,375.467,0.00266335,0.1457083028714114,-1.92614858,37.149,11.857,869,143.335,48.861,235.355,0
158.352,431.502,0.00231749,1.267515379879726,0.23705859,48.795,8.556,181,72.375,53.476,117.375,0
50.844,323.994,0.00308648,0.01033105530399796,-4.57260084,44.957,13.935,856,100.309,59.536,67.689,0
39.73,312.88,0.00319611,0.005204018292524648,-5.2583242,38.211,13.562,303,120.035,50.21,78.009,0
46.617,319.767,0.00312728,0.008004225131116783,-4.82778574,40.995,14.562,588,251.669,53.449,108.834,0
71.999,345.149,0.0028973,0.0337293029482871,-3.3893883,36.349,4.167,988,172.151,53.667,25.176,0
106.66,379.81,0.0026329,0.1762819618415636,-1.73567051,38.514,1.421,777,194.041,42.894,229.855,0
174.598,447.748,0.0022334,2.144664160891835,0.76298297,47.451,12.511,596,144.091,54.352,148.765,0
58.622,331.772,0.00301412,0.01624399315496535,-4.12003209,38.334,12.934,688,46.963,53.338,170.633,0
98.187,371.337,0.00269297,0.1210661914610967,-2.11141785,43.906,3.014,362,220.567,43.756,48.581,0
150.907,424.057,0.00235817,0.9827310091032312,-0.01741984,44.129,7.273,434,266.46,57.964,23.653,0
159.014,432.164,0.00231394,1.295973321480925,0.25926201,50.508,8.834,866,26.44,60.184,223.218,1
68.35,341.5,0.00292826,0.02779172252339422,-3.58301705,42.559,11.713,737,102.664,59.241,15.933,0
31.655,304.805,0.00328079,0.003064381404089708,-5.78790956,36.43,5.26,183,149.83,56.41,117.956,0
179.435,452.585,0.00220953,2.489979929571979,0.91227465,48.792,7.754,615,190.117,43.015,208.761,1
84.184,357.334,0.0027985,0.06257056841463224,-2.77146026,44.475,14.028,657,255.933,54.539,42.957,0
101.242,374.392,0.002671,0.1389030710214484,-1.97397892,38.556,9.273,1142,129.636,56.0,98.825,0
57.413,330.563,0.00302514,0.01516173101413604,-4.18898072,42.8,13.397,241,98.12,55.222,205.56,0
53.417,326.567,0.00306216,0.01202818393026172,-4.42050272,38.903,13.167,789,42.495,42.217,144.173,0
48.393,321.543,0.00311,0.008917399082975364,-4.71975096,38.754,11.281,1088,33.136,52.466,11.083,0
171.937,445.087,0.00224675,1.972829693492585,0.6794689,53.909,2.334,228,192.886,56.421,206.548,1
171.665,444.815,0.00224813,1.955950064012125,0.67087604,47.741,9.292,463,204.94,45.156,33.093,0
47.629,320.779,0.00311741,0.00851369905494301,-4.76607876,40.181,5.273,918,117.592,53.548,140.637,0
60.27,333.42,0.00299922,0.01783035649999413,-4.02685285,43.593,6.812,125,211.628,45.508,144.238,0
32.442,305.592,0.00327234,0.003230673836956484,-5.73506455,36.481,1.915,909,87.223,56.043,208.996,0
39.316,312.466,0.00320035,0.005067994999742383,-5.28481,43.236,9.455,836,238.967,55.821,206.939,0
145.117,418.267,0.00239082,0.8012431371607415,-0.22159084,49.793,3.482,411,12.38,62.024,10.988,1
148.17,421.32,0.00237349,0.8929412719915362,-0.11323447,49.615,13.147,704,89.837,55.196,187.92,0
109.109,382.259,0.00261603,0.1958964324110046,-1.63016917,39.747,2.451,612,137.521,60.326,95.912,0
176.352,449.502,0.00222468,2.26480948591399,0.81749064,51.401,14.759,251,281.974,60.752,103.33,0
49.396,322.546,0.00310033,0.009473434652836605,-4.65926375,39.399,1.276,1065,139.365,48.367,162.927,0
83.3,356.45,0.00280544,0.05991259375536581,-2.81486855,41.906,6.418,255,49.128,47.696,139.753,0
41.483,314.633,0.00317831,0.005817132675845864,-5.14694781,37.696,3.735,481,209.398,43.136,44.357,0
103.534,376.684,0.00265475,0.1537650233592938,-1.87232966,41.867,4.957,591,120.332,59.83,149.239,0
88.734,361.884,0.00276332,0.07797319332765909,-2.55139019,39.047,8.363,969,245.636,45.772,143.772,0
127.02,400.17,0.00249894,0.4074519462414259,-0.89783228,39.909,5.495,270,226.133,42.507,62.745,0
132.708,405.858,0.00246392,0.5072319889461215,-0.67878681,40.479,8.988,360,208.064,57.959,100.621,0
115.045,388.195,0.00257602,0.2515851877464902,-1.37997363,44.243,12.642,255,256.219,56.325,181.287,0
137.239,410.389,0.00243671,0.6013113376240429,-0.50864245,45.487,11.61,772,34.037,54.298,97.781,0
82.314,355.464,0.00281322,0.05706637634474519,-2.86354019,38.35,13.152,659,112.477,44.371,238.724,0
36.713,309.863,0.00322723,0.004283609518175861,-5.45295928,38.125,4.913,482,13.561,45.452,157.393,0
67.16,340.31,0.0029385,0.02606764144515231,-3.64706053,39.321,14.808,1183,109.25,50.658,115.702,0
52.707,325.857,0.00306883,0.01153657217798072,-4.4622331,40.079,14.427,640,207.222,54.782,121.105,0
119.383,392.533,0.00254756,0.3006172050439238,-1.20191757,45.762,14.313,699,202.835,59.897,143.742,0
114.459,387.609,0.00257992,0.2455310316464222,-1.40433194,41.017,10.261,176,223.951,60.103,50.863,0
177.136,450.286,0.00222081,2.32034775117951,0.84171707,47.832,10.755,396,287.976,52.637,93.775,0
98.417,371.567,0.0026913,0.1223350248942435,-2.10099189,46.016,1.087,1013,289.792,46.644,84.442,1
166.718,439.868,0.00227341,1.669858782455369,0.51273906,52.391,3.483,1117,35.531,46.67,232.04,1
106.867,380.017,0.00263146,0.1778703308279515,-1.72670047,38.351,12.314,520,146.53,46.945,172.528,0
158.24,431.39,0.00231809,1.262754417137016,0.23329538,48.926,1.156,422,223.061,56.875,249.298,1
175.544,448.694,0.00222869,2.20876603746573,0.79243401,50.129,9.401,652,104.721,45.914,201.039,1
95.459,368.609,0.0027129,0.1068775946800337,-2.23607107,42.011,2.801,606,126.602,59.991,226.046,0
150.217,423.367,0.00236202,0.9593896322223786,-0.041458,49.688,13.513,400,145.916,55.525,38.292,0
86.672,359.822,0.00277915,0.07062059676832197,-2.65043344,42.585,11.548,914,141.063,44.453,215.059,0
66.692,339.842,0.00294254,0.02541615586408279,-3.67237025,36.951,14.002,771,50.804,44.522,234.716,0
150.191,423.341,0.00236216,0.9585195558982357,-0.04236531,42.501,5.258,956,94.148,57.014,108.482,0
146.708,419.858,0.00238176,0.8479557682732887,-0.1649268,44.892,6.731,1173,154.528,42.827,95.772,0
42.56,315.71,0.00316746,0.006225296135340441,-5.07913427,39.968,10.121,882,68.728,56.677,126.188,0
74.588,347.738,0.00287573,0.03860122302235354,-3.25447132,40.966,6.743,525,223.75,46.925,6.56,0
157.345,430.495,0.00232291,1.225259865328695,0.20315296,46.804,10.738,1093,176.876,57.14,241.128,0
38.287,311.437,0.00321092,0.004743662947865481,-5.35094567,42.069,12.721,485,58.127,52.162,226.064,0
92.401,365.551,0.0027356,0.09273447039908297,-2.37801503,42.428,3.501,1088,255.938,45.913,197.816,0
144.098,417.248,0.00239666,0.7725103282983302,-0.2581099,49.129,3.469,872,239.896,60.367,243.062,1
60.762,333.912,0.0029948,0.01833005783220374,-3.99921306,43.61,13.982,828,126.762,46.954,155.743,0
88.045,361.195,0.00276859,0.07544443476110721,-2.58435886,41.942,12.066,1095,233.423,53.036,27.034,0
80.697,353.847,0.00282608,0.05265748503549606,-2.94394688,38.506,7.643,1021,207.562,49.71,56.071,0
63.362,336.512,0.00297166,0.02118437880690316,-3.85449122,39.097,13.233,695,202.205,55.141,22.441,0
102.485,375.635,0.00266216,0.1467979048025325,-1.91869844,43.617,3.27,261,266.781,50.211,186.31,0
161.379,434.529,0.00230134,1.402184441550277,0.33803134,50.308,13.562,983,77.201,55.359,100.895,0
153.114,426.264,0.00234596,1.060716773431193,0.05894488,47.561,8.05,497,12.687,55.481,109.071,0
78.605,351.755,0.00284289,0.04740297739531977,-3.04907024,37.463,14.609,208,225.568,56.385,216.884,0
162.613,435.763,0.00229483,1.460518957708135,0.37879182,50.457,6.792,883,248.292,44.885,191.264,1
58.108,331.258,0.0030188,0.01577571197614656,-4.14928374,39.946,2.097,792,137.356,53.099,168.589,0
47.403,320.553,0.00311961,0.008397465194879264,-4.77982538,37.185,9.952,138,93.432,49.681,208.78,0
90.056,363.206,0.00275326,0.08303586193318635,-2.48848269,38.958,6.206,1015,137.323,59.617,144.97,0
61.617,334.767,0.00298715,0.01922826846085002,-3.95137377,37.832,10.273,204,157.59,54.228,123.744,0
89.99,363.14,0.00275376,0.08277638639972427,-2.49161245,45.105,1.659,559,296.342,54.214,195.929,0
121.217,394.367,0.00253571,0.3237388978456318,-1.12781796,45.922,6.062,984,195.979,42.42,249.771,0
159.981,433.131,0.00230877,1.338531513080238,0.29157313,50.735,12.51,364,82.081,44.7,62.054,0
169.546,442.696,0.00225889,1.828639581555258,0.60357229,53.632,4.302,699,154.223,44.773,163.629,1
88.56,361.71,0.00276465,0.07732760767158108,-2.55970424,45.458,2.287,435,94.56,52.715,72.027,0
168.108,441.258,0.00226625,1.746354215523364,0.55753031,54.965,14.84,866,125.646,58.424,168.004,1
81.014,354.164,0.00282355,0.05349720170102047,-2.92812593,36.118,11.155,197,195.119,53.513,137.007,0
88.459,361.609,0.00276542,0.0769550434005758,-2.56453388,40.078,7.778,460,109.992,55.018,209.372,0
132.09,405.24,0.00246767,0.4954502681444915,-0.7022883,40.323,2.345,912,79.737,46.414,206.279,0
43.501,316.651,0.00315805,0.006602799229737779,-5.02026159,40.815,9.975,790,214.67,49.82,13.774,0
161.654,434.804,0.00229989,1.415007664353942,0.34713495,44.463,1.827,146,100.245,58.256,159.673,0
162.352,435.502,0.0022962,1.448009629478359,0.37018994,44.757,5.126,820,234.303,55.437,80.18,0
64.483,337.633,0.0029618,0.0225328392984939,-3.79278151,35.753,2.791,838,92.511,48.458,75.499,0
46.308,319.458,0.0031303,0.007854214548763803,-4.84670501,39.392,12.476,247,192.294,62.233,244.661,0
176.246,449.396,0.00222521,2.257388569307235,0.81420864,56.38,3.208,689,294.639,58.98,88.84,1
72.581,345.731,0.00289242,0.03477407044506966,-3.35888327,40.144,8.892,1053,222.39,58.555,225.766,0
123.938,397.088,0.00251833,0.3609045586470263,-1.01914174,38.544,7.094,1139,96.613,50.645,128.535,0
173.495,446.645,0.00223891,2.071942673514529,0.72848666,48.405,3.324,277,238.219,48.788,62.653,1
62.99,336.14,0.00297495,0.02075308584025728,-3.87506033,42.931,14.776,229,295.788,45.942,99.7,0
151.316,424.466,0.0023559,0.9967971141692705,-0.00320803,49.859,14.078,738,82.841,51.792,200.006,0
149.054,422.204,0.00236852,0.9211316534803091,-0.08215231,42.875,6.094,1125,29.826,44.778,88.298,0
173.378,446.528,0.0022395,2.064354290557507,0.72481749,53.55,14.458,875,265.926,45.793,175.685,1
164.256,437.406,0.00228621,1.541421601605345,0.43270511,53.985,6.204,952,116.27,43.391,58.929,1
106.511,379.661,0.00263393,0.175146369454001,-1.74213326,46.129,7.447,644,113.854,55.256,26.989,0
62.566,335.716,0.00297871,0.02027107514963281,-3.89856028,43.74,12.629,673,23.709,54.458,204.574,0
113.052,386.202,0.00258932,0.2315131430544936,-1.46311863,41.497,9.128,435,137.444,56.45,93.84,0
114.734,387.884,0.00257809,0.2483560628231315,-1.39289183,37.606,8.545,706,96.091,61.839,10.276,0
49.917,323.067,0.00309533,0.009774362540435804,-4.62799239,41.152,14.291,416,172.081,58.353,195.421,0
97.97,371.12,0.00269455,0.1198797220869077,-2.12126635,36.881,14.104,1166,13.312,51.865,192.167,0
64.503,337.653,0.00296162,0.02255757715271698,-3.79168425,35.286,7.664,1066,232.134,53.308,138.2,0
71.887,345.037,0.00289824,0.03353148315282391,-3.39527049,39.729,1.107,1146,170.4,51.176,95.331,0
165.907,439.057,0.00227761,1.626571547598866,0.48647445,46.54,12.08,178,172.409,55.794,113.074,0
74.563,347.713,0.00287594,0.03855133680943597,-3.2557645,38.913,11.357,1200,73.769,43.093,149.338,0
161.987,435.137,0.00229813,1.430670464544186,0.35814319,46.767,8.529,374,280.605,53.57,204.201,0
135.451,408.601,0.00244738,0.5625174004521618,-0.57533321,45.198,11.634,198,214.932,50.407,211.021,0
119.618,392.768,0.00254603,0.3034968208522221,-1.19238414,47.568,5.298,853,248.697,43.156,173.745,1
54.908,328.058,0.00304824,0.01312210746030503,-4.33345688,44.196,3.162,504,81.569,58.033,23.063,0
119.881,393.031,0.00254433,0.3067481148878249,-1.18172834,39.021,3.852,350,265.559,44.049,19.651,0
171.751,444.901,0.00224769,1.961273561713752,0.67359404,45.986,12.381,168,193.171,49.764,198.546,0
63.073,336.223,0.00297422,0.0208486300308284,-3.87046704,44.039,1.796,492,283.235,53.402,120.122,0
136.658,409.808,0.00244017,0.588458196830338,-0.53024939,47.355,4.708,479,209.508,57.602,246.8,0
84.519,357.669,0.00279588,0.06360479892286466,-2.75506636,36.693,10.047,286,23.756,43.956,130.867,0
55.212,328.362,0.00304542,0.01335577878638962,-4.31580612,36.957,7.821,799,112.585,56.826,42.538,0
118.819,391.969,0.00255122,0.2938034051747595,-1.22484443,38.413,13.357,444,132.503,61.227,161.922,0
160.136,433.286,0.00230794,1.34546388576586,0.29673885,44.968,3.892,496,171.954,42.792,144.933,0
54.683,327.833,0.00305033,0.0129515236287404,-4.34654184,40.531,9.401,1098,240.754,57.939,52.197,0
97.563,370.713,0.0026975,0.1176820157253513,-2.13976907,36.371,14.822,862,77.726,42.313,131.273,0
54.56,327.71,0.00305148,0.01285911278517971,-4.35370255,36.664,10.693,782,215.474,43.3,202.333,0
162.673,435.823,0.00229451,1.463407777328926,0.38076781,51.264,1.146,739,102.583,42.157,110.048,1
106.59,379.74,0.00263338,0.1757476589788863,-1.73870607,44.732,4.852,609,78.932,49.552,228.693,0
164.473,437.623,0.00228507,1.552389670876255,0.43979547,51.064,13.254,333,91.99,54.285,61.508,0
175.451,448.601,0.00222915,2.20239238865148,0.78954422,50.152,13.451,372,41.589,51.67,165.775,0
89.93,363.08,0.00275421,0.08254112172652486,-2.49445866,45.668,12.12,768,128.754,61.893,165.203,0
152.334,425.484,0.00235026,1.032565525092359,0.03204651,48.013,8.716,129,132.827,46.673,73.708,0
169.896,443.046,0.0022571,1.84916353032535,0.61473339,51.877,10.529,359,155.301,57.656,88.707,1
148.173,421.323,0.00237348,0.893035663556114,-0.11312876,47.189,11.192,573,174.209,49.419,238.861,0
97.014,370.164,0.00270151,0.1147738342933844,-2.16479175,37.287,12.279,669,117.639,44.68,193.255,0
176.651,449.801,0.00222321,2.285854739677423,0.82674002,56.276,3.713,203,219.047,52.66,134.183,1
87.148,360.298,0.00277548,0.07226110435524596,-2.62746927,41.899,5.11,643,223.913,61.663,64.576,0
92.634,365.784,0.00273385,0.0937506876000833,-2.36711628,45.395,4.598,899,80.323,58.095,177.983,0
156.038,429.188,0.00232998,1.172231355674479,0.15890907,42.918,3.248,994,74.209,41.609,100.502,0
153.715,426.865,0.00234266,1.082857490688142,0.07960337,42.481,5.775,124,96.837,44.377,186.42,0
130.898,404.048,0.00247495,0.4733969179656479,-0.74782109,47.248,6.833,290,49.788,54.118,242.474,0
30.79,303.94,0.00329012,0.002890552094592446,-5.84630776,36.817,7.452,1005,62.403,59.593,212.844,0
123.906,397.056,0.00251854,0.3604467104355803,-1.02041115,40.316,7.496,824,273.705,41.601,235.288,0
130.233,403.383,0.00247903,0.4614691210547954,-0.77334014,48.336,4.093,662,123.096,56.857,78.324,1
179.198,452.348,0.00221069,2.472016329467877,0.90503415,53.097,10.758,130,173.232,62.052,160.697,1
132.835,405.985,0.00246315,0.5096831215652924,-0.67396608,41.08,5.558,1042,157.985,42.622,220.506,0
140.742,413.892,0.00241609,0.6840980472654136,-0.37965403,45.948,10.547,1111,123.285,62.356,235.847,0
53.75,326.9,0.00305904,0.0122651541455216,-4.40099303,38.429,7.083,149,47.876,61.525,79.539,0
172.996,446.146,0.00224142,2.039744180433471,0.7128244,53.154,3.408,1077,224.434,53.832,159.852,1
138.744,411.894,0.00242781,0.6357460361729742,-0.45295611,40.289,11.3,937,28.026,53.55,128.546,0
89.25,362.4,0.00275938,0.07991580236484194,-2.52678167,35.825,9.683,1115,110.973,43.241,198.53,0
32.529,305.679,0.00327141,0.003249547822979262,-5.72923942,35.74,7.772,865,178.685,51.732,105.27,0
151.776,424.926,0.00235335,1.012824772996873,0.01274323,49.837,8.383,458,127.705,59.257,120.162,1
63.65,336.8,0.00296912,0.02152375756505072,-3.83859795,42.773,4.601,1143,128.632,43.707,157.162,0
39.631,312.781,0.00319713,0.005171195467315598,-5.26465139,43.475,13.527,565,78.861,55.47,158.965,0
92.889,366.039,0.00273195,0.09487411524547508,-2.35520437,35.916,4.441,507,122.435,45.758,157.321,0
99.922,373.072,0.00268045,0.1309306924056696,-2.03308716,39.211,7.897,119,243.518,47.433,159.079,0
103.938,377.088,0.0026519,0.1565248445767204,-1.85454053,40.685,2.663,113,172.115,49.211,206.489,0
154.273,427.423,0.0023396,1.103770219070815,0.09873179,51.059,1.043,328,132.027,42.621,24.13,1
164.007,437.157,0.00228751,1.528918304288282,0.42456049,46.945,3.368,567,293.202,59.029,170.827,1
157.024,430.174,0.00232464,1.212048057829088,0.19231154,48.939,14.5,717,10.222,46.664,230.994,0
54.93,328.08,0.00304804,0.01313889421900557,-4.33217842,35.523,10.322,707,244.462,57.941,88.72,0
89.356,362.506,0.00275858,0.0803201219445112,-2.5217351,45.649,14.256,664,295.556,52.412,223.14,0
79.743,352.893,0.00283372,0.05020046675439174,-2.99173095,36.544,2.23,746,30.893,46.254,214.923,0
30.854,304.004,0.00328943,0.002903101640191467,-5.84197558,37.003,4.629,1087,241.957,45.776,144.985,0
173.062,446.212,0.00224109,2.043978123956799,0.71489797,52.97,11.332,279,137.003,55.116,53.195,1
156.77,429.92,0.00232601,1.201681105422386,0.1837215,51.31,10.167,490,123.17,58.067,154.425,1
51.457,324.607,0.00308065,0.01071462458683289,-4.53614569,43.386,9.008,1024,46.512,45.358,179.76,0
139.177,412.327,0.00242526,0.6459649535996719,-0.43701003,48.226,13.549,279,26.161,42.434,102.559,0
36.262,309.412,0.00323194,0.004159415762968161,-5.48238066,41.026,9.528,1184,279.767,61.998,163.695,0
58.19,331.34,0.00301805,0.01584959947367421,-4.14461105,39.889,14.676,864,127.788,53.012,59.702,0
143.752,416.902,0.00239865,0.7629593725217606,-0.2705505,45.778,10.709,583,288.787,48.748,87.223,0
46.529,319.679,0.00312814,0.007961243896932393,-4.83317002,40.017,5.606,1163,181.855,42.183,124.342,0
125.442,398.592,0.00250883,0.3830043289863477,-0.95970899,46.783,12.157,569,124.002,51.853,207.339,0
176.27,449.42,0.00222509,2.259066950827451,0.81495187,46.821,11.569,948,131.922,55.711,148.331,0
143.518,416.668,0.00239999,0.7565582193132052,-0.27897579,44.363,11.352,471,220.207,49.866,237.412,0
141.152,414.302,0.0024137,0.6944052982980494,-0.36469949,41.086,6.648,671,112.835,61.272,71.621,0
145.838,418.988,0.0023867,0.822128274590573,-0.19585884,41.121,11.401,489,262.852,59.467,9.251,0
44.091,317.241,0.00315218,0.006849860395131138,-4.98352701,43.839,5.095,687,11.537,60.596,134.178,0
32.211,305.361,0.00327481,0.003181039164918489,-5.75054735,41.964,11.773,1053,219.145,59.228,31.779,0
73.156,346.306,0.00288762,0.03583443995590412,-3.32884584,42.221,3.422,548,25.536,56.732,53.528,0
141.265,414.415,0.00241304,0.6972696508527292,-0.36058307,47.781,1.343,999,145.887,61.41,67.481,1
129.679,402.829,0.00248244,0.4517330163408038,-0.79466395,46.957,13.026,272,188.465,57.736,9.074,0
112.69,385.84,0.00259175,0.2280220569590925,-1.47831291,40.438,10.925,201,106.233,61.022,55.513,0
146.892,420.042,0.00238071,0.8535072251043933,-0.15840127,45.727,2.403,512,148.926,51.153,217.486,0
99.14,372.29,0.00268608,0.1264002236090067,-2.06830203,42.312,10.788,822,137.902,47.686,180.502,0
66.31,339.46,0.00294586,0.02489518741445062,-3.69308077,42.867,10.161,1102,279.208,54.029,237.194,0
153.437,426.587,0.00234419,1.0725669200658,0.07005477,51.974,12.942,822,127.732,58.011,115.562,1
137.914,411.064,0.00243271,0.6165496544759875,-0.48361642,49.257,1.396,711,275.139,53.285,190.053,1
164.298,437.448,0.00228599,1.543539236252115,0.43407798,49.219,10.795,679,285.888,60.124,149.316,0
91.62,364.77,0.00274145,0.08939876332765796,-2.41464843,38.914,12.447,405,22.086,55.432,233.755,0
106.641,379.791,0.00263303,0.176136795859626,-1.73649434,40.32,3.71,599,57.637,51.186,38.629,0
137.168,410.318,0.00243713,0.5997276764872356,-0.5112796,43.456,9.686,653,79.722,57.327,164.12,0
74.793,347.943,0.00287403,0.03901245905086413,-3.24387422,44.017,11.097,618,37.095,46.301,206.98,0
95.074,368.224,0.00271574,0.1049982086141368,-2.25381199,45.93,11.945,326,212.225,42.821,196.768,0
73.594,346.744,0.00288397,0.03666135799459769,-3.30603199,40.921,6.469,835,53.196,51.933,29.118,0
128.962,402.112,0.00248687,0.4393983133590647,-0.82234896,42.721,9.244,715,206.365,48.31,83.243,0
161.707,434.857,0.00229961,1.417490618762991,0.34888814,46.036,14.094,391,122.529,46.547,220.279,0
36.796,309.946,0.00322637,0.004306826181151572,-5.44755403,40.677,5.751,254,96.593,55.847,38.772,0
85.441,358.591,0.00278869,0.06652984930788024,-2.71010457,43.908,4.343,1128,165.526,54.925,33.597,0
45.166,318.316,0.00314153,0.007321460561176716,-4.91694544,44.693,11.408,487,283.258,59.931,63.836,0
159.374,432.524,0.00231201,1.311678809453515,0.27130785,49.964,14.295,765,141.659,53.929,230.227,0
130.645,403.795,0.0024765,0.4688277092393559,-0.75751994,39.688,9.532,979,217.153,62.004,186.282,0
126.003,399.153,0.0025053,0.3915449542665624,-0.93765494,41.721,7.31,1016,263.591,56.505,223.566,0
173.283,446.433,0.00223998,2.058210320427826,0.72183683,48.336,9.914,280,17.343,49.668,9.626,0
157.071,430.221,0.00232439,1.213974784978203,0.19389992,49.781,6.564,1129,266.763,43.41,18.81,1
113.596,386.746,0.00258568,0.2368475176323406,-1.44033873,40.697,4.976,1077,285.345,58.061,80.936,0
148.859,422.009,0.00236962,0.9148478871904905,-0.08899747,43.225,7.785,246,150.394,42.933,92.769,0
136.33,409.48,0.00244212,0.5813080048127454,-0.54247453,45.294,13.741,146,280.238,48.355,214.177,0
67.094,340.244,0.00293907,0.02597487308301104,-3.65062563,40.334,3.328,591,252.081,51.994,24.14,0
66.669,339.819,0.00294274,0.02538451590927598,-3.6736159,43.93,12.173,1110,54.515,55.826,133.514,0
105.211,378.361,0.00264298,0.1655080260294063,-1.79873559,40.586,4.648,233,204.505,54.668,171.963,0
58.306,331.456,0.00301699,0.0159546516754035,-4.13800485,36.019,1.482,721,283.898,56.489,218.256,0
78.399,351.549,0.00284455,0.04691164038147849,-3.05948944,40.472,14.08,1137,176.229,51.04,154.196,0
64.324,337.474,0.00296319,0.02233703270174895,-3.80150932,44.223,10.137,1060,228.286,54.569,126.71,0
146.578,419.728,0.0023825,0.8440524137865747,-0.16954068,50.016,13.246,332,211.563,59.711,127.877,0
160.454,433.604,0.00230625,1.359783305185507,0.30732535,44.397,12.208,798,205.167,42.807,152.671,0
148.659,421.809,0.00237074,0.9084415528848022,-0.09602473,51.284,6.654,190,190.274,60.432,46.76,1
40.676,313.826,0.00318648,0.005527244974503802,-5.19806578,43.302,7.638,612,78.429,59.774,196.662,0
54.525,327.675,0.0030518,0.01283292512035562,-4.35574114,39.681,1.935,634,97.372,51.313,213.457,0
34.585,307.735,0.00324955,0.003725561437523945,-5.59253772,44.96,4.978,654,30.803,50.712,13.347,0
170.066,443.216,0.00225624,1.859203436217435,0.62014814,47.389,8.73,1191,186.854,61.622,188.854,0
34.755,307.905,0.00324775,0.003767603045997144,-5.58131628,44.634,2.661,990,277.019,55.667,55.747,1
177.975,451.125,0.00221668,2.381069545932202,0.86754978,50.909,13.317,866,144.184,50.058,14.425,1
86.5,359.65,0.00278048,0.07003596623016883,-2.65874637,43.391,9.938,400,281.48,56.283,235.454,0
136.192,409.342,0.00244295,0.5783223333192943,-0.5476239,46.26,2.031,1057,241.868,53.642,35.675,1
66.512,339.662,0.0029441,0.02516947495115195,-3.68212333,44.288,4.298,1164,48.272,59.835,43.291,0
81.757,354.907,0.00281764,0.05551207223040493,-2.89115476,36.218,13.04,811,255.042,61.12,105.372,0
107.37,380.52,0.00262798,0.1817824956858933,-1.70494439,41.295,7.801,194,162.699,50.382,100.346,0
179.649,452.799,0.00220849,2.506296029629383,0.91880598,55.717,12.336,660,119.962,53.804,50.497,1
133.669,406.819,0.0024581,0.5260371420931337,-0.64238346,41.023,2.412,399,42.228,62.125,12.818,0
124.17,397.32,0.00251686,0.3642391694802135,-1.00994457,45.09,7.696,792,27.294,59.589,78.133,0
175.721,448.871,0.00222781,2.220940186542405,0.79793061,55.72,2.3,653,77.965,50.686,72.12,1
101.097,374.247,0.00267203,0.1380069151718589,-1.98045149,40.335,4.71,884,131.313,52.855,209.331,0
41.826,314.976,0.00317485,0.005944431335400271,-5.12530041,36.866,10.823,987,264.639,55.752,82.362,0
70.207,343.357,0.00291242,0.03068553739322681,-3.48396383,44.026,11.566,319,78.703,53.508,213.567,0
