temperature_C,pressure_atm,concentration_mol_L,pH,exotherm_kJ_mol,decomp_temp_C,viscosity_cP,thermal_runaway,pressure_buildup,vapor_emission,corrosion,decomposition,risk_score,severity
231.0,19.64,0.0951,1.96,56.9,290.6,34.09,1,1,0,1,0,62.5,high
296.9,15.79,0.0326,2.68,111.1,306.1,6.35,1,1,0,0,1,68.7,high
150.5,17.35,0.2396,3.18,179.2,213.1,4.94,1,1,0,0,0,69.7,high
171.0,1.11,0.2975,4.36,176.3,381.7,7.1,0,0,1,0,0,35.0,medium
99.4,3.24,0.0319,6.03,155.1,333.5,40.54,0,0,1,1,0,42.8,medium
154.1,11.62,0.0543,2.15,145.5,323.5,32.95,0,1,0,0,0,60.5,high
234.4,19.58,0.2479,3.56,47.6,385.3,8.72,0,1,1,1,1,48.6,medium
112.2,13.55,0.4016,5.38,102.7,398.7,19.55,0,1,0,1,0,49.1,medium
103.7,8.11,0.3177,1.07,40.0,232.7,38.3,0,1,0,1,0,47.4,medium
150.3,3.78,0.0613,3.83,167.1,349.8,14.64,0,1,0,1,0,44.6,medium
256.5,3.9,0.4449,1.44,72.4,316.0,46.1,0,0,1,1,1,54.9,high
209.7,7.89,0.4596,4.0,158.0,292.2,45.77,1,1,1,1,0,52.7,high
289.8,14.56,0.1692,5.49,166.6,395.5,27.87,1,1,1,0,1,71.4,high
277.1,1.6,0.3118,2.04,180.6,370.1,31.78,1,0,1,1,0,56.3,high
96.3,17.19,0.2512,6.02,155.7,339.3,32.83,0,1,0,0,0,57.9,high
70.2,18.89,0.4716,2.68,121.7,276.5,13.29,1,1,0,1,0,51.7,high
155.8,17.89,0.2593,1.74,127.7,333.2,18.58,1,1,1,1,0,53.0,high
185.3,18.35,0.4804,3.52,77.7,306.3,7.23,1,1,1,1,0,61.6,high
183.7,1.29,0.1077,6.19,51.9,249.9,46.28,1,0,0,0,0,31.1,medium
92.2,19.58,0.1793,0.95,43.5,290.1,36.33,0,1,0,1,0,45.0,medium
90.0,7.96,0.3929,2.63,52.8,242.4,2.79,0,0,0,1,0,35.6,medium
71.2,17.52,0.394,4.75,188.1,300.1,27.69,0,0,0,1,0,58.5,high
264.2,4.55,0.3688,2.82,49.6,344.0,17.48,1,0,1,1,0,43.2,medium
287.5,9.48,0.4312,0.96,150.3,207.3,40.86,1,1,1,1,1,71.2,high
87.8,1.84,0.3542,2.66,53.2,353.1,17.52,0,0,0,1,0,18.1,low
111.1,1.76,0.3217,5.84,195.6,204.0,32.39,0,0,0,1,0,49.2,medium
81.6,18.92,0.2349,6.79,86.0,303.5,8.7,0,1,0,0,0,50.0,high
270.6,16.4,0.2389,0.76,94.2,314.7,28.16,1,1,0,1,1,58.6,high
290.1,11.07,0.209,4.2,92.8,352.2,15.05,1,1,0,0,1,64.7,high
122.8,10.98,0.3139,1.18,167.0,352.2,8.66,0,1,0,1,0,46.6,medium
132.9,15.23,0.2093,4.92,59.3,283.5,31.15,0,1,0,0,1,52.7,high
147.0,7.49,0.0823,0.55,169.6,213.3,32.11,0,0,0,1,0,51.3,high
180.6,15.48,0.0622,0.6,138.3,338.7,49.18,1,1,0,1,0,59.8,high
223.8,10.22,0.463,5.55,59.7,302.2,33.62,1,1,1,1,0,54.9,high
181.1,13.12,0.0221,0.98,31.8,266.6,26.03,0,1,0,1,0,46.0,medium
288.2,19.33,0.0617,2.48,159.5,247.0,45.67,1,1,0,0,1,80.9,critical
84.0,9.95,0.2282,6.73,59.4,224.0,41.5,0,0,0,0,0,47.5,medium
251.7,8.95,0.1388,6.9,180.0,259.0,27.66,1,1,0,1,1,67.8,high
140.3,18.21,0.2089,1.55,43.4,291.7,25.81,0,1,0,1,0,51.6,high
150.6,18.15,0.0675,4.15,130.9,295.5,47.13,0,1,0,0,0,49.4,medium
230.1,19.86,0.0741,4.13,144.6,316.5,31.05,1,1,0,1,0,54.8,high
283.1,11.47,0.4023,3.44,138.4,272.5,35.83,1,1,1,0,1,68.7,high
231.9,7.54,0.382,6.51,76.9,384.0,4.79,0,1,0,0,1,45.0,medium
246.2,5.57,0.0611,5.4,177.6,299.2,36.06,1,0,0,0,1,51.0,high
240.2,1.65,0.3372,5.47,158.6,284.7,13.6,0,0,1,1,1,52.6,high
137.0,14.81,0.3086,2.25,111.8,209.6,6.22,0,1,0,1,0,60.0,high
241.7,5.44,0.3595,3.32,128.6,319.8,42.56,0,0,1,1,0,50.9,high
248.3,12.53,0.2425,3.67,121.9,320.6,34.71,1,1,1,0,0,65.0,high
188.0,18.42,0.1423,2.44,190.4,316.7,20.67,1,1,1,1,0,67.0,high
188.8,19.05,0.3352,1.12,181.4,377.5,21.86,1,1,1,1,0,68.6,high
242.3,1.08,0.192,1.32,62.4,352.6,10.26,0,0,0,1,0,46.8,medium
256.1,7.02,0.1173,1.67,67.3,373.5,0.97,0,1,0,1,0,45.3,medium
140.9,16.91,0.2102,1.82,196.7,211.9,17.79,0,1,0,1,0,65.9,high
252.4,11.19,0.384,2.07,62.6,263.6,7.85,1,1,1,1,1,60.9,high
255.4,16.34,0.2431,2.16,191.6,263.7,21.38,1,1,1,0,1,84.1,critical
116.2,17.21,0.1569,3.46,137.0,331.4,41.77,0,1,1,0,0,52.3,high
232.1,9.41,0.4176,3.81,29.0,289.7,6.18,1,1,1,1,0,52.6,high
104.8,7.82,0.442,2.51,80.4,355.5,5.04,0,0,1,1,0,38.3,medium
82.3,9.65,0.2223,6.4,105.7,276.9,45.15,0,0,1,0,0,39.4,medium
197.9,13.4,0.1936,4.1,170.0,244.3,37.38,1,1,0,0,1,60.8,high
278.1,7.98,0.3102,5.62,79.1,258.2,3.13,1,1,1,1,1,54.4,high
68.5,15.72,0.0384,6.51,75.9,236.5,4.44,0,1,0,1,0,49.5,medium
258.4,18.18,0.3487,1.56,185.6,239.6,34.4,1,1,1,1,1,77.3,critical
181.6,6.36,0.3933,3.28,34.2,243.4,18.83,0,0,1,1,0,35.6,medium
266.6,19.33,0.2047,3.32,119.3,203.2,36.35,1,1,1,0,1,74.9,high
262.4,12.83,0.0956,2.8,110.8,343.2,20.52,1,1,0,0,0,62.5,high
270.1,17.69,0.0241,0.56,30.3,279.9,48.41,1,1,1,1,1,63.3,high
244.5,2.97,0.3223,5.8,35.8,204.5,34.87,1,0,1,1,1,39.6,medium
262.3,5.78,0.1418,1.23,88.8,274.0,2.81,1,0,0,1,1,55.5,high
102.2,7.1,0.2373,6.97,44.1,381.1,16.86,0,0,0,0,0,39.3,medium
132.9,6.75,0.1993,5.52,106.1,302.2,28.4,0,0,0,0,0,36.6,medium
118.2,4.27,0.0957,4.27,129.6,397.4,7.52,1,0,0,0,0,31.3,medium
238.2,17.5,0.2591,1.5,144.5,308.0,0.62,1,1,1,1,0,62.6,high
96.9,8.95,0.2352,3.85,118.4,392.6,4.43,0,0,0,0,0,47.0,medium
103.7,19.3,0.3158,2.2,88.3,240.4,26.45,0,1,0,1,0,48.2,medium
271.0,12.09,0.1334,2.14,43.4,258.0,31.8,1,1,0,0,1,52.5,high
229.4,3.63,0.1152,5.89,64.5,340.0,5.1,0,0,1,0,0,42.4,medium
270.1,11.37,0.409,2.97,95.5,397.4,33.43,1,1,1,1,0,55.6,high
93.4,19.88,0.3541,3.43,186.3,365.1,31.05,0,1,0,1,0,56.3,high
155.8,11.74,0.3884,5.98,56.5,310.7,47.02,0,1,1,1,0,46.7,medium
128.0,1.04,0.0704,1.07,94.4,217.0,42.11,0,0,0,1,0,43.8,medium
62.3,18.73,0.1198,4.37,151.8,272.9,47.19,0,1,0,0,0,50.7,high
128.3,5.46,0.292,4.26,146.9,217.3,48.32,0,0,1,0,0,46.0,medium
151.1,14.08,0.43,3.26,193.8,262.3,22.32,0,1,1,1,0,60.3,high
82.1,10.79,0.4471,5.89,54.4,251.8,24.65,0,0,0,1,0,43.6,medium
196.0,7.18,0.4176,6.63,23.0,277.7,14.44,1,0,0,1,0,48.2,medium
152.0,6.37,0.0313,3.52,78.0,367.5,25.67,0,0,0,0,0,29.8,low
71.2,18.65,0.4122,3.46,46.9,230.1,7.96,0,1,0,1,0,52.4,high
229.0,18.33,0.4506,3.76,118.7,261.2,33.74,1,1,1,1,1,68.9,high
235.0,10.75,0.0378,5.2,181.8,252.2,1.73,1,1,0,0,1,51.9,high
260.3,5.91,0.214,4.84,143.9,259.2,12.16,1,1,1,0,1,59.6,high
176.5,2.94,0.2729,1.95,44.4,272.1,10.8,0,0,1,1,0,46.4,medium
292.5,3.97,0.124,0.92,40.9,248.9,46.93,1,0,0,1,1,40.5,medium
279.4,10.92,0.2632,6.67,184.1,388.5,7.67,1,1,1,0,0,66.6,high
192.3,6.85,0.4441,2.2,107.8,284.0,44.59,1,0,1,1,0,58.4,high
166.8,1.8,0.4348,4.65,186.3,222.8,6.66,1,0,1,1,0,52.4,high
60.7,9.65,0.4705,5.88,152.5,293.5,32.71,0,0,0,1,0,39.7,medium
230.6,15.18,0.2472,2.45,198.8,236.9,16.33,1,1,1,0,1,73.2,high
195.6,17.94,0.2112,4.63,176.8,243.2,16.14,1,1,1,0,1,77.2,critical
285.0,12.12,0.3362,1.2,94.6,257.0,49.91,1,1,1,1,1,62.7,high
202.6,14.74,0.2142,6.8,156.5,225.0,11.69,1,1,1,0,1,66.3,high
298.3,7.92,0.0306,0.88,104.8,344.2,10.53,1,1,0,1,1,47.6,medium
264.9,10.43,0.3628,3.35,62.0,358.4,29.67,1,1,1,1,0,54.0,high
288.9,14.86,0.1477,3.99,63.4,278.9,37.17,1,1,0,0,1,63.2,high
138.6,14.83,0.0341,5.64,91.5,337.8,49.13,0,1,0,0,0,45.2,medium
95.8,9.07,0.0201,1.29,40.1,277.8,35.22,0,0,0,1,0,27.8,low
251.2,11.33,0.4664,3.37,52.0,232.8,28.31,1,1,1,1,1,62.3,high
248.7,18.55,0.1335,2.45,110.1,279.4,20.75,1,1,0,0,1,69.6,high
110.7,13.01,0.2295,2.53,191.7,311.4,29.96,0,1,0,0,0,58.1,high
243.5,13.21,0.4758,5.56,124.0,208.2,30.24,1,1,1,0,1,68.5,high
199.7,15.91,0.2391,0.54,93.5,330.9,11.28,1,1,1,1,0,53.5,high
86.3,3.19,0.0485,5.37,63.7,348.5,33.72,0,1,0,1,0,31.7,medium
180.4,10.93,0.2804,5.77,55.3,372.0,10.62,0,1,1,0,0,44.6,medium
283.5,19.23,0.0532,6.36,138.5,220.6,24.75,1,1,0,1,0,72.7,high
181.5,7.87,0.0566,4.57,172.7,200.0,13.36,1,0,0,0,1,46.5,medium
249.3,6.6,0.4272,2.67,91.8,214.7,15.98,1,1,1,1,1,53.2,high
66.9,12.42,0.1518,3.28,119.1,384.8,30.89,0,1,0,0,0,34.5,medium
234.7,5.2,0.3425,6.8,147.2,353.1,3.69,1,0,1,1,0,55.5,high
287.2,11.56,0.2594,6.23,30.5,367.1,1.1,1,1,1,0,0,50.9,high
179.9,3.96,0.1189,3.51,83.2,303.4,6.97,1,1,0,0,1,37.3,medium
141.1,12.02,0.2637,6.63,151.4,305.3,8.85,0,1,0,0,0,45.9,medium
215.2,12.45,0.0438,5.85,143.2,259.7,10.29,1,0,0,0,1,64.6,high
279.9,8.95,0.1801,6.36,29.6,368.6,38.81,1,1,0,0,0,43.2,medium
102.4,8.27,0.2662,4.94,62.8,366.0,22.62,0,0,0,0,1,34.6,medium
156.9,5.66,0.1219,6.07,142.4,278.4,23.76,0,1,0,0,0,41.4,medium
97.5,7.29,0.3335,6.3,68.9,265.9,32.39,0,0,0,1,0,35.9,medium
179.2,10.47,0.0354,1.1,166.6,347.7,36.59,0,1,0,1,0,46.4,medium
189.7,5.71,0.2476,6.77,25.3,205.2,0.67,0,0,1,0,1,42.4,medium
286.6,15.87,0.3603,2.67,54.3,372.0,42.91,1,1,1,0,0,57.3,high
159.0,14.47,0.2207,3.36,70.6,289.2,49.43,0,1,1,0,0,51.2,high
196.1,6.12,0.4385,5.65,186.6,288.3,6.53,1,0,1,1,0,58.3,high
272.5,2.85,0.3198,4.82,163.3,333.8,32.73,1,0,1,1,1,59.2,high
137.1,1.0,0.4797,6.3,179.1,329.1,0.62,0,0,0,1,0,48.8,medium
221.8,12.34,0.1492,3.1,99.3,253.2,2.93,1,1,0,0,1,54.4,high
241.7,5.02,0.47,2.93,168.1,388.7,14.61,1,0,1,1,1,58.9,high
139.3,1.24,0.3073,0.71,173.6,397.3,42.4,0,0,0,1,0,36.9,medium
99.4,7.82,0.3751,3.51,92.0,305.2,32.8,0,0,0,1,0,46.6,medium
180.7,19.28,0.4521,5.21,199.0,312.3,22.57,1,1,1,1,0,72.6,high
145.6,14.11,0.2801,2.46,173.2,310.9,22.21,0,1,0,0,0,57.5,high
124.0,17.3,0.4325,3.51,195.3,297.2,23.57,0,1,1,1,0,63.7,high
293.6,3.75,0.2754,1.93,176.0,389.0,15.9,1,0,1,1,0,53.9,high
180.5,2.39,0.3036,5.52,159.7,249.0,43.95,1,0,1,1,0,58.9,high
265.6,1.22,0.2281,0.89,189.9,221.6,28.61,1,0,1,1,1,60.8,high
106.9,19.16,0.0814,5.08,95.6,385.9,24.46,0,1,0,0,0,46.7,medium
285.5,6.7,0.2812,2.96,161.0,242.6,23.52,1,1,1,0,1,62.2,high
250.7,9.73,0.4889,0.77,58.3,349.8,46.82,1,1,1,1,0,60.3,high
254.1,8.5,0.3957,6.05,151.9,240.8,36.32,1,0,1,1,1,62.4,high
153.5,14.88,0.3763,3.67,161.4,392.0,7.67,0,1,1,1,0,58.5,high
176.6,6.89,0.3252,4.4,149.0,358.2,22.13,0,0,1,1,0,60.3,high
202.4,11.17,0.1805,5.26,173.0,383.7,14.77,1,1,0,0,0,50.9,high
249.5,19.92,0.0931,4.76,94.4,390.2,49.35,1,1,0,0,0,64.2,high
263.8,9.44,0.12,5.25,118.1,216.9,21.06,1,0,0,0,1,60.7,high
78.7,11.47,0.0131,5.45,21.9,286.7,3.86,0,1,1,0,1,31.6,medium
277.0,10.55,0.34,4.33,46.3,329.6,20.85,1,1,1,1,1,53.5,high
285.0,16.26,0.4078,2.88,136.0,360.5,16.41,1,1,1,0,0,69.1,high
202.3,6.07,0.1418,2.08,121.2,248.3,30.18,1,1,0,0,1,49.6,medium
104.8,4.24,0.055,6.37,55.5,382.9,11.69,1,0,1,0,0,20.8,low
256.4,15.33,0.1745,6.8,63.8,244.2,2.28,1,1,0,0,0,48.9,medium
191.7,8.9,0.1531,2.82,81.9,373.2,5.25,1,0,0,0,0,38.4,medium
256.1,18.36,0.2309,1.23,149.0,302.5,14.52,0,1,0,1,1,70.1,high
255.6,13.24,0.1394,1.95,129.7,303.1,17.74,1,1,0,1,1,56.1,high
80.8,11.72,0.1765,4.86,32.5,274.8,41.81,0,1,0,0,0,35.0,medium
205.7,2.34,0.4547,1.62,156.8,220.7,13.87,1,0,1,1,1,51.2,high
176.0,14.88,0.1741,5.57,67.3,269.4,2.06,0,1,0,0,0,51.1,high
287.1,14.03,0.3949,6.5,140.9,285.3,39.15,1,1,1,1,1,83.4,critical
131.2,13.16,0.3167,6.76,42.2,295.8,43.51,1,1,0,1,1,50.2,high
109.4,6.09,0.1754,0.56,199.6,347.8,24.87,0,0,0,1,0,46.9,medium
275.3,18.99,0.4107,6.73,34.5,270.4,14.6,0,1,0,1,1,76.8,critical
95.7,7.11,0.3016,5.31,153.5,281.3,38.72,0,0,0,1,0,43.9,medium
224.8,3.89,0.0142,1.05,117.4,381.2,0.94,1,1,0,1,0,39.8,medium
132.0,19.76,0.0437,3.2,35.5,350.5,46.24,0,1,0,0,0,38.9,medium
196.3,15.18,0.3788,5.05,24.8,204.6,43.34,0,1,1,1,1,62.4,high
207.9,8.88,0.2288,6.72,85.3,362.4,27.47,1,1,1,0,0,56.2,high
160.2,18.78,0.2087,1.57,164.4,398.0,14.24,0,1,1,1,0,64.7,high
294.0,2.73,0.0815,1.33,27.4,388.0,2.13,0,0,1,1,0,44.8,medium
91.6,2.67,0.0871,3.57,146.8,367.2,49.99,0,0,0,0,0,16.5,low
153.9,13.97,0.4009,6.79,138.0,325.8,38.22,0,1,1,1,0,69.1,high
163.3,4.38,0.4162,6.81,67.8,255.6,17.27,1,0,1,0,0,41.8,medium
211.5,18.43,0.2844,1.98,33.9,330.9,1.45,0,1,1,1,0,67.6,high
157.7,16.97,0.1546,2.58,184.8,339.1,32.14,0,0,0,0,0,69.5,high
83.3,6.82,0.467,6.4,74.1,256.3,49.35,0,0,0,1,0,42.9,medium
287.4,17.89,0.3157,5.28,40.0,251.1,35.5,1,1,1,1,0,65.3,high
159.9,1.81,0.4004,6.82,142.7,279.4,4.64,1,1,1,0,0,45.8,medium
142.2,11.42,0.0116,6.31,59.0,328.2,20.41,1,1,0,0,1,27.8,low
167.2,18.78,0.2307,1.9,105.6,258.6,5.9,0,1,1,1,0,65.3,high
112.0,17.25,0.4368,5.44,29.1,311.1,45.65,1,1,0,1,0,35.0,medium
84.1,7.77,0.1757,0.82,198.7,379.8,16.86,0,0,1,1,0,40.8,medium
95.7,4.47,0.366,5.82,100.6,259.0,36.8,0,0,0,1,0,45.5,medium
100.0,5.0,0.3323,4.41,199.8,393.2,4.69,0,0,0,1,0,46.7,medium
107.4,10.78,0.0846,6.71,89.4,294.7,6.86,0,1,1,0,0,31.1,medium
160.8,12.34,0.3897,6.74,82.6,220.2,34.13,1,1,1,1,0,47.6,medium
209.7,1.62,0.0651,0.83,184.6,211.0,42.25,0,0,1,1,0,46.9,medium
210.9,8.86,0.3667,1.54,79.3,267.7,10.47,1,1,1,1,0,52.8,high
60.0,16.78,0.4956,3.65,97.8,251.8,21.21,0,1,1,0,0,56.6,high
281.0,9.44,0.4794,6.22,34.1,368.7,31.16,1,1,1,1,0,57.1,high
257.5,4.21,0.4021,5.79,192.0,347.5,39.92,1,0,1,1,0,54.9,high
291.3,19.14,0.2719,6.77,35.3,376.9,31.6,1,1,1,0,0,66.0,high
146.4,6.06,0.3407,4.52,158.8,317.9,5.22,0,1,1,1,0,51.6,high
219.6,16.17,0.3668,2.17,117.0,287.1,27.37,1,0,1,1,1,67.9,high
100.3,4.68,0.0141,0.66,31.1,254.1,44.29,0,0,0,0,0,37.1,medium
256.1,9.04,0.0602,1.95,20.3,316.6,43.47,1,1,0,1,1,46.9,medium
98.7,10.32,0.3026,4.89,188.4,323.6,29.46,1,1,0,1,0,55.4,high
138.2,10.51,0.0132,6.52,153.6,278.6,49.79,1,0,1,0,0,56.5,high
177.8,10.81,0.4554,2.59,143.6,387.3,5.7,0,1,1,1,1,59.5,high
202.7,5.27,0.2499,6.19,98.9,328.0,24.19,1,1,1,0,0,41.7,medium
194.3,10.8,0.1363,3.07,63.0,367.5,38.87,0,1,0,0,0,49.4,medium
84.5,10.15,0.203,2.5,142.4,324.1,7.48,0,1,0,0,1,40.3,medium
161.2,4.97,0.4269,3.81,129.5,263.3,48.65,1,1,1,1,0,44.0,medium
281.5,19.78,0.4643,3.37,150.7,347.3,18.03,1,1,1,1,0,74.7,high
269.4,17.45,0.067,6.44,85.8,246.1,17.83,1,1,0,0,1,70.6,high
201.8,17.86,0.3912,3.54,197.6,319.3,11.05,1,1,0,1,0,76.2,critical
197.4,14.03,0.2933,2.3,32.1,280.5,14.76,1,1,1,0,0,56.1,high
86.8,4.04,0.2969,5.98,34.3,230.0,29.09,1,0,0,0,0,32.6,medium
108.1,11.79,0.3919,6.99,185.0,282.6,21.75,0,1,0,1,0,57.2,high
120.6,16.61,0.1192,4.71,136.6,262.1,10.07,1,1,0,0,1,55.6,high
177.2,1.74,0.2702,2.13,78.7,222.4,40.55,1,0,1,0,1,42.8,medium
235.5,10.42,0.1665,2.05,157.2,364.8,3.58,1,1,0,0,0,53.9,high
170.6,8.53,0.0563,0.88,101.5,299.7,41.82,0,0,0,0,0,36.3,medium
90.3,5.03,0.0615,1.0,23.8,269.3,14.11,0,0,0,0,0,21.4,low
165.4,8.19,0.0769,6.45,137.2,301.0,25.05,0,0,1,0,0,48.5,medium
99.0,19.69,0.3113,1.13,63.8,350.9,19.36,1,1,0,1,0,45.7,medium
240.3,14.74,0.0619,3.65,40.8,203.7,28.74,0,1,0,0,0,65.8,high
100.0,6.69,0.2894,5.04,60.5,309.4,39.9,0,0,0,0,0,35.8,medium
175.8,12.5,0.2983,6.03,105.7,295.8,49.47,0,1,1,0,1,54.2,high
226.4,5.69,0.4529,1.61,29.0,378.6,15.65,0,0,1,1,0,39.5,medium
114.8,12.61,0.3169,3.35,179.0,311.2,27.91,0,1,0,0,0,59.4,high
78.2,18.03,0.4929,2.13,120.8,227.5,23.57,0,1,0,1,0,52.7,high
195.2,11.58,0.0252,2.16,72.7,277.7,49.95,0,1,1,0,0,47.9,medium
73.0,14.93,0.355,2.47,143.7,324.2,40.54,0,1,0,1,0,48.1,medium
201.1,9.61,0.023,4.32,164.8,209.2,20.16,1,1,0,0,1,56.8,high
240.8,10.96,0.3674,0.61,130.5,376.9,24.11,1,1,1,0,0,61.5,high
139.0,14.21,0.1991,3.16,56.4,213.6,12.67,0,0,0,1,0,42.6,medium
177.2,16.44,0.3095,1.71,39.9,206.1,37.88,1,0,1,1,1,47.4,medium
282.9,13.53,0.1617,6.79,174.8,200.4,42.34,1,1,0,0,1,68.7,high
173.1,19.57,0.088,4.29,62.2,336.7,48.27,0,1,0,0,0,56.5,high
299.2,16.58,0.3645,6.14,23.6,291.2,28.51,1,1,1,1,1,66.2,high
97.7,15.77,0.4533,1.77,135.7,220.6,33.7,0,1,0,0,0,56.8,high
230.1,17.06,0.1,5.77,47.5,371.2,22.58,0,1,0,0,0,62.0,high
216.6,6.34,0.4611,3.2,198.4,240.5,30.65,1,1,1,1,1,71.1,high
269.4,9.21,0.0787,1.66,176.6,265.3,17.76,1,1,0,1,1,67.9,high
82.2,11.72,0.3705,5.45,129.5,235.5,37.02,0,1,0,1,0,45.8,medium
127.2,9.79,0.4801,5.45,170.1,385.4,1.62,0,0,0,0,0,57.3,high
91.7,17.1,0.0822,6.97,104.7,351.6,1.91,0,1,0,0,0,46.2,medium
283.9,1.51,0.2232,5.58,161.9,344.8,35.95,0,1,1,0,1,49.4,medium
162.4,4.97,0.1754,1.44,136.4,208.8,46.57,1,1,0,1,0,46.3,medium
278.4,17.75,0.2004,2.6,25.2,304.5,31.8,1,1,1,1,1,54.9,high
130.7,2.12,0.379,3.44,190.8,315.1,36.46,0,0,0,1,0,42.0,medium
90.3,5.31,0.334,1.32,175.0,276.5,41.28,0,0,0,1,0,38.8,medium
131.2,7.67,0.4847,5.62,191.6,264.4,18.4,0,1,0,1,0,61.4,high
203.3,15.26,0.1009,3.92,151.6,370.4,5.85,0,1,0,0,0,57.4,high
262.9,11.64,0.2762,6.64,94.2,204.6,46.69,1,0,1,0,0,58.4,high
152.5,19.14,0.2301,4.33,57.3,325.1,46.96,1,1,1,0,0,54.9,high
279.6,5.33,0.4602,3.9,52.4,278.8,22.37,1,0,1,1,1,53.6,high
118.6,17.57,0.0152,0.96,46.1,333.2,11.25,0,1,1,1,1,46.5,medium
226.4,6.38,0.4947,1.47,59.7,239.6,44.67,1,1,1,1,1,53.2,high
236.6,5.66,0.2451,6.02,119.1,247.7,35.57,1,0,1,0,1,46.1,medium
125.8,10.47,0.3165,6.94,143.1,317.4,0.91,0,1,0,1,0,46.9,medium
66.5,2.35,0.1864,3.2,76.5,396.0,5.83,0,0,0,1,0,15.3,low
147.7,8.3,0.4277,5.77,118.8,394.9,49.17,0,0,0,1,1,48.6,medium
70.8,7.76,0.2854,4.58,81.4,249.8,2.39,0,1,0,0,0,41.7,medium
276.2,4.04,0.3348,6.73,145.4,220.5,14.49,1,0,1,1,1,52.9,high
288.8,17.36,0.328,2.05,197.9,318.1,27.65,1,1,1,1,1,79.4,critical
236.5,8.33,0.1884,4.04,144.0,284.0,9.63,1,1,0,0,1,62.3,high
234.4,19.66,0.0472,3.16,30.6,352.3,11.99,0,1,0,0,0,46.0,medium
117.8,18.09,0.4058,4.02,105.9,305.6,17.97,0,1,0,1,0,54.5,high
77.7,4.7,0.152,2.25,158.7,302.1,13.84,0,0,0,0,0,36.2,medium
252.5,10.6,0.426,3.74,117.6,329.3,40.27,1,1,1,1,0,66.8,high
194.2,12.43,0.3082,4.56,191.2,225.3,25.26,1,1,1,1,1,69.5,high
223.6,16.56,0.1833,1.03,29.9,335.4,14.29,0,1,0,1,0,55.9,high
247.1,17.83,0.3012,5.33,72.4,297.7,16.0,1,1,1,1,0,67.1,high
158.3,12.86,0.3263,5.09,59.7,364.0,2.47,0,1,1,1,0,43.9,medium
94.7,1.67,0.3563,6.22,158.2,227.7,2.94,0,0,0,1,0,49.2,medium
250.8,10.14,0.4129,3.27,114.3,260.1,36.04,1,1,1,0,0,59.3,high
168.9,17.81,0.0883,0.9,44.9,390.0,6.09,0,1,0,0,0,31.9,medium
258.5,14.57,0.4726,3.5,71.4,310.6,24.05,1,0,1,1,1,55.0,high
165.0,17.53,0.2113,1.39,114.1,385.9,42.2,0,1,1,1,0,54.0,high
112.1,13.81,0.4316,4.71,199.3,337.8,18.74,0,1,0,1,0,57.7,high
101.0,1.84,0.118,0.81,85.6,385.3,17.61,0,0,0,1,0,21.2,low
238.5,19.39,0.0242,2.93,48.2,263.6,43.72,1,1,0,0,1,59.3,high
198.0,18.44,0.2909,1.04,109.5,218.1,43.31,1,0,1,0,1,72.4,high
157.1,3.41,0.1691,0.52,75.8,360.4,44.07,1,0,0,1,0,34.7,medium
178.1,3.14,0.4924,6.74,121.9,360.9,28.81,0,0,1,1,0,48.5,medium
191.9,11.24,0.0612,6.97,104.0,323.8,47.64,1,1,0,1,0,42.3,medium
117.5,15.38,0.0332,4.11,144.1,315.9,41.04,0,1,0,0,0,46.6,medium
150.8,8.26,0.0321,2.05,184.6,383.0,21.07,0,0,0,0,0,48.6,medium
130.2,3.59,0.1163,6.42,56.1,235.3,31.66,0,0,0,0,0,32.2,medium
153.2,10.7,0.2938,6.5,167.8,323.3,6.53,0,1,0,0,0,56.6,high
180.1,7.41,0.2577,6.05,190.9,210.0,27.79,1,1,0,0,1,61.7,high
101.6,7.68,0.1815,4.04,87.2,228.2,13.53,0,0,0,0,0,39.4,medium
154.4,13.25,0.0535,0.99,40.5,287.5,14.54,0,1,0,1,0,49.3,medium
152.5,17.83,0.1245,1.07,167.9,364.2,6.72,0,1,1,1,0,55.5,high
128.6,11.61,0.1002,6.33,146.2,346.6,18.23,0,1,0,0,0,41.9,medium
299.6,14.06,0.3754,6.19,58.3,394.8,24.33,1,1,1,1,0,52.3,high
77.7,13.54,0.3922,3.32,100.1,209.0,30.22,0,1,1,1,0,53.5,high
214.3,11.47,0.3907,2.63,124.0,276.3,15.59,1,1,1,1,0,57.8,high
101.9,6.9,0.4848,4.69,50.6,231.8,39.72,1,0,0,1,1,46.2,medium
261.5,8.18,0.4433,5.75,148.7,207.4,26.29,1,1,0,1,1,68.6,high
279.4,7.0,0.2539,5.26,144.2,252.9,32.08,1,1,1,0,1,60.0,high
156.4,18.43,0.2133,4.5,179.7,248.9,14.27,0,1,1,0,0,61.3,high
257.6,16.71,0.4587,2.0,122.1,284.0,40.8,1,1,1,1,1,76.6,critical
120.0,12.01,0.3095,2.21,123.4,228.0,31.4,1,1,1,1,0,51.7,high
93.6,18.33,0.1543,5.21,131.5,297.7,43.19,1,1,0,1,0,53.7,high
135.8,17.84,0.2866,5.72,69.3,384.0,8.42,1,1,0,0,1,52.2,high
142.0,18.63,0.4962,1.25,156.5,349.6,19.34,0,1,0,1,0,66.3,high
155.4,5.21,0.4262,1.72,139.2,368.4,6.09,0,0,1,1,0,41.4,medium
149.5,14.63,0.1478,4.92,171.0,360.9,11.17,0,0,0,0,0,57.4,high
