temperature_C,pressure_atm,catalyst_type,catalyst_conc_mol_L,scale_mL,time_min,conversion_pct,yield_pct,rate_constant,activation_energy_J_mol,heat_dissipation_W_m2
91.1,9.33,p-TSA,0.0573,500000,65.3,72.32,66.64,1.360433,73911.0,722.0
91.2,3.11,Ti(OBu)4,0.0283,2000,123.6,64.83,62.15,0.491261,73002.0,608.4
214.8,14.55,Ti(OBu)4,0.0507,1000000,131.9,93.73,86.35,590.42438,72516.0,1014.1
186.4,7.25,Amberlyst-15,0.0817,50000,108.8,95.08,90.29,228.735156,78186.0,948.4
159.4,8.02,Amberlyst-15,0.0631,5000,173.0,98.39,91.58,52.854045,72924.0,773.1
128.2,4.45,Amberlyst-15,0.0187,2000,13.6,47.63,43.06,3.156305,74945.0,681.9
226.7,7.59,Ti(OBu)4,0.0593,500,135.6,99.5,95.48,948.894104,73045.0,862.1
134.6,10.27,Amberlyst-15,0.0732,500,173.0,99.5,88.4,17.813715,72103.0,665.5
215.2,11.52,H2SO4,0.0813,500000,156.6,92.65,86.39,949.659236,74415.0,1038.8
143.4,11.55,Ti(OBu)4,0.0666,1000000,38.5,93.81,84.51,32.822466,73124.0,881.5
131.6,9.09,p-TSA,0.0237,500000,65.6,93.25,82.69,6.856528,73617.0,860.9
147.9,13.66,Ti(OBu)4,0.0739,5000,39.3,97.81,90.99,45.663051,79012.0,770.3
117.3,12.44,H2SO4,0.071,5000,112.2,99.18,92.24,7.870406,75850.0,686.4
202.0,11.6,H2SO4,0.0122,500,131.1,99.5,94.59,89.984101,76863.0,826.7
155.5,1.78,Amberlyst-15,0.0471,50000,63.9,96.12,91.74,33.534792,76649.0,803.9
104.1,1.1,Ti(OBu)4,0.04,500,101.7,95.32,90.82,1.537656,74798.0,624.4
230.9,3.97,Ti(OBu)4,0.0702,500,127.5,96.54,88.91,1145.219029,74121.0,940.8
132.9,10.29,Ti(OBu)4,0.0295,5000,81.6,99.5,93.85,7.663469,75498.0,685.0
163.3,6.76,p-TSA,0.0632,500000,155.2,94.68,88.78,90.788713,75337.0,914.8
232.2,6.63,Amberlyst-15,0.0922,5000,141.2,98.38,90.72,1563.652709,73862.0,985.0
178.6,13.38,H2SO4,0.0818,1000000,21.0,94.26,88.58,208.939326,75260.0,913.1
82.2,13.54,H2SO4,0.0929,5000,115.6,89.33,87.08,1.109618,73587.0,606.7
238.6,13.73,Amberlyst-15,0.0981,5000,50.0,96.65,86.92,2415.713958,74657.0,949.9
179.3,5.39,H2SO4,0.011,500,104.8,99.5,96.57,26.047417,74329.0,710.2
123.6,10.67,H2SO4,0.066,50000,172.7,97.79,86.58,11.043276,72462.0,739.2
86.5,4.8,Amberlyst-15,0.0472,500,159.4,75.02,68.33,0.592934,70298.0,558.8
210.9,3.67,H2SO4,0.0874,2000,78.8,97.72,88.81,764.057009,73122.0,888.8
177.8,3.58,Ti(OBu)4,0.0327,5000,59.6,98.28,92.64,68.197439,78608.0,915.5
161.4,5.79,p-TSA,0.0983,5000,49.8,97.17,86.78,126.4571,74381.0,799.7
229.8,7.02,Amberlyst-15,0.0652,2000,100.5,97.87,94.76,984.093702,76552.0,944.1
209.8,12.63,p-TSA,0.0814,5000,29.4,97.98,94.34,863.920019,70751.0,922.4
88.8,2.68,H2SO4,0.0177,5000,103.4,38.68,36.56,0.276358,72983.0,593.8
119.2,11.29,H2SO4,0.0265,1000000,10.2,40.99,37.95,3.283986,72291.0,826.0
107.2,8.44,Ti(OBu)4,0.0783,5000,65.1,99.24,96.59,4.18002,74595.0,663.8
201.3,5.03,Amberlyst-15,0.012,2000,47.4,97.6,94.0,67.754288,79844.0,877.9
66.4,7.9,H2SO4,0.0835,500,175.1,53.9,50.12,0.309921,75920.0,482.2
168.3,5.2,Amberlyst-15,0.0113,5000,133.6,99.5,94.54,13.831366,78391.0,758.7
204.9,9.35,Amberlyst-15,0.0691,50000,69.4,96.01,89.93,446.417603,74491.0,932.1
226.6,7.07,Amberlyst-15,0.0429,2000,25.8,97.13,91.19,595.93306,77730.0,940.0
125.0,3.3,Amberlyst-15,0.065,500000,97.9,92.89,84.81,8.990258,79147.0,784.1
216.0,2.63,Amberlyst-15,0.0726,1000000,46.3,96.66,89.53,678.756345,74781.0,1048.8
81.0,8.65,p-TSA,0.0408,2000,101.2,54.31,48.22,0.435273,73921.0,560.6
220.8,13.63,Ti(OBu)4,0.0197,500,152.0,99.5,91.12,286.0593,72364.0,899.9
84.2,5.82,Amberlyst-15,0.0163,2000,114.7,27.01,25.65,0.157247,74382.0,546.3
135.5,11.26,p-TSA,0.063,500000,117.7,97.02,94.63,24.974244,75164.0,829.4
211.5,10.22,H2SO4,0.0569,1000000,102.0,94.78,92.53,576.974473,79062.0,1009.5
88.5,14.04,Amberlyst-15,0.0768,50000,167.6,97.37,91.1,1.176459,72410.0,610.0
103.6,12.49,H2SO4,0.0559,500000,168.4,95.66,89.99,2.74712,75119.0,738.9
197.2,8.93,Amberlyst-15,0.048,2000,97.2,99.5,89.41,222.325065,71371.0,904.2
196.8,10.2,p-TSA,0.0458,500000,62.0,96.71,91.83,300.136161,74146.0,933.2
181.8,13.58,p-TSA,0.0124,2000,88.1,99.04,87.86,46.643719,75623.0,823.2
191.9,6.59,p-TSA,0.0402,50000,41.7,96.12,87.32,185.267981,76025.0,938.5
163.1,5.58,Ti(OBu)4,0.0978,50000,118.2,97.5,92.31,118.094033,76178.0,911.7
107.8,1.15,H2SO4,0.0886,500,95.0,99.5,90.65,5.104527,75795.0,589.8
125.7,12.57,Ti(OBu)4,0.0396,50000,27.6,92.4,81.77,6.774035,76161.0,730.2
94.5,12.21,Amberlyst-15,0.0629,5000,43.6,64.87,62.48,1.474049,75091.0,586.2
232.6,2.46,H2SO4,0.0863,500000,91.5,97.35,88.69,1762.00509,72904.0,1100.7
170.8,9.08,p-TSA,0.0497,500000,160.9,98.6,87.39,107.585887,71297.0,886.0
136.2,7.5,H2SO4,0.0116,2000,106.3,99.5,88.3,3.522301,73907.0,694.3
147.8,2.66,p-TSA,0.0167,50000,125.9,99.5,90.07,10.377925,74731.0,748.9
240.0,14.73,Ti(OBu)4,0.0559,500,67.6,99.06,88.93,1833.367379,77508.0,961.4
89.1,4.01,Ti(OBu)4,0.0972,500,107.1,94.56,90.54,1.539715,74799.0,592.5
171.4,1.94,p-TSA,0.0724,500,86.1,99.5,90.76,128.767972,74607.0,788.8
156.1,9.33,p-TSA,0.0164,1000000,122.1,93.7,90.0,16.848188,75771.0,842.1
176.2,11.34,Amberlyst-15,0.027,5000,18.6,97.77,87.74,54.506506,74460.0,843.6
63.4,1.45,Ti(OBu)4,0.0794,50000,93.9,26.19,24.34,0.173416,76621.0,543.4
225.7,10.22,Ti(OBu)4,0.0857,500,60.3,98.54,93.49,1404.878822,78959.0,900.9
237.1,8.45,Amberlyst-15,0.0656,5000,65.5,96.49,91.2,1282.127974,79382.0,983.9
167.4,2.45,Ti(OBu)4,0.068,500000,173.4,97.79,91.94,83.738771,75194.0,912.7
192.4,3.42,p-TSA,0.0126,2000,41.1,99.5,96.76,61.413143,75674.0,862.0
235.3,8.95,H2SO4,0.0846,50000,62.9,97.65,88.16,1791.45838,78158.0,1022.9
194.4,5.15,H2SO4,0.0809,50000,96.7,96.93,90.09,389.225578,74700.0,862.0
89.0,14.14,Ti(OBu)4,0.0333,1000000,156.7,75.4,73.01,0.554498,76358.0,738.5
169.5,12.46,Amberlyst-15,0.0738,500000,80.8,95.92,85.16,100.910374,72730.0,911.6
175.3,14.77,p-TSA,0.0293,50000,136.5,99.37,88.0,78.143664,74378.0,846.1
140.6,4.64,H2SO4,0.0136,1000000,155.6,95.41,86.18,5.12828,77312.0,804.4
199.9,14.58,p-TSA,0.0281,1000000,62.7,98.3,92.73,232.788394,73564.0,1046.0
237.5,7.04,Ti(OBu)4,0.0261,1000000,76.8,93.7,84.89,603.664219,74744.0,1130.8
235.9,5.87,Ti(OBu)4,0.0404,50000,70.6,96.97,87.18,851.232014,71852.0,1045.8
145.7,1.7,H2SO4,0.0477,50000,151.6,96.44,89.29,22.421223,79012.0,778.8
81.5,1.74,Ti(OBu)4,0.0558,50000,17.5,11.39,10.72,0.471324,77526.0,563.2
247.1,10.69,Amberlyst-15,0.0529,5000,62.4,98.27,88.92,1621.372675,75376.0,1025.7
219.4,7.41,Ti(OBu)4,0.0344,1000000,125.5,95.67,87.07,391.567726,76015.0,1059.5
83.7,4.17,Ti(OBu)4,0.0126,5000,106.1,21.89,20.61,0.136915,75792.0,582.9
235.0,9.6,Ti(OBu)4,0.0645,2000,84.2,99.5,96.97,1412.560312,77769.0,986.2
225.3,4.54,p-TSA,0.0456,50000,101.8,97.7,92.57,757.861413,73962.0,1023.6
158.6,9.09,p-TSA,0.0369,500000,43.6,97.23,93.17,42.565262,76465.0,886.7
172.3,6.03,H2SO4,0.088,500,83.2,99.5,91.21,159.696973,77155.0,766.9
135.8,12.53,H2SO4,0.0772,2000,95.3,99.5,90.27,26.904527,77431.0,706.1
70.4,12.49,H2SO4,0.0872,500,163.2,72.58,67.17,0.395791,70481.0,531.4
123.7,7.68,Ti(OBu)4,0.0545,500,54.3,99.5,95.59,7.989611,73801.0,618.4
212.5,5.91,p-TSA,0.0218,50000,157.5,95.51,88.41,231.328956,72962.0,979.1
60.9,6.08,Amberlyst-15,0.0727,500000,119.5,20.87,20.13,0.134991,75299.0,609.5
123.4,12.28,Ti(OBu)4,0.0285,500,13.5,63.55,62.21,4.616271,70968.0,683.5
135.7,5.59,Ti(OBu)4,0.0497,1000000,133.2,95.73,84.93,14.049554,70909.0,855.1
162.1,3.93,Ti(OBu)4,0.0159,500,16.0,99.5,88.01,15.631942,79340.0,719.6
234.8,2.19,Amberlyst-15,0.0843,2000,179.6,99.5,89.05,1511.00471,76235.0,954.4
125.8,7.53,H2SO4,0.0213,500000,158.3,95.51,87.72,3.43152,75242.0,773.8
125.9,7.75,Amberlyst-15,0.0913,500000,60.5,94.55,84.44,12.468249,75727.0,844.9
200.1,12.77,H2SO4,0.0878,500,53.8,99.5,96.22,544.053304,75293.0,883.9
145.9,4.1,Amberlyst-15,0.0518,500000,74.8,98.28,86.72,21.316266,76995.0,870.6
102.7,6.33,p-TSA,0.077,2000,70.5,99.43,90.64,3.881454,73735.0,668.4
146.0,12.32,Ti(OBu)4,0.0658,2000,73.3,99.5,89.4,29.758465,75373.0,734.5
86.8,12.53,Ti(OBu)4,0.0823,2000,64.1,75.21,73.2,1.357351,75455.0,604.9
93.5,6.38,Ti(OBu)4,0.0489,1000000,115.6,82.66,78.28,1.088658,72906.0,770.5
154.7,7.43,H2SO4,0.0807,50000,37.9,96.24,93.47,59.521351,77554.0,821.5
139.6,5.25,Amberlyst-15,0.0516,500,153.8,98.88,96.63,15.698936,74109.0,686.1
233.8,14.06,p-TSA,0.0947,500000,148.1,95.31,88.61,2753.794701,77035.0,1097.5
128.9,2.66,Amberlyst-15,0.0538,2000,91.0,98.46,88.96,8.908991,75230.0,706.6
170.3,14.07,Ti(OBu)4,0.0516,500,155.0,99.5,89.49,97.087274,78267.0,738.1
180.1,10.57,p-TSA,0.0807,500,52.0,99.29,89.59,238.143876,72917.0,719.7
62.5,8.44,p-TSA,0.0839,50000,13.0,3.7,3.52,0.234872,72830.0,585.9
186.1,1.46,Ti(OBu)4,0.0599,1000000,115.3,97.96,86.6,164.378664,73189.0,902.3
93.8,7.66,Amberlyst-15,0.0262,500000,87.8,51.6,45.67,0.588002,75267.0,689.8
242.6,6.71,Ti(OBu)4,0.0521,1000000,106.4,95.28,89.64,1468.052791,78083.0,1080.3
88.2,3.26,Amberlyst-15,0.0971,500000,162.9,93.13,87.94,1.450069,78186.0,688.5
138.8,10.19,p-TSA,0.0778,2000,174.9,97.39,92.18,32.438128,70380.0,736.6
76.2,14.6,p-TSA,0.083,2000,117.9,78.4,71.91,0.726387,75499.0,586.7
249.4,8.87,Ti(OBu)4,0.013,500,139.9,99.5,95.58,457.817786,68574.0,973.7
155.4,11.01,p-TSA,0.0521,500000,24.2,97.84,91.32,56.42377,76590.0,892.5
173.1,1.96,H2SO4,0.0682,500000,37.3,94.48,84.14,115.778181,77236.0,937.4
72.7,6.85,p-TSA,0.0847,1000000,134.6,65.76,63.11,0.525571,74920.0,607.0
202.5,2.63,H2SO4,0.0144,2000,83.3,99.16,96.71,88.516433,75168.0,871.6
99.9,9.58,p-TSA,0.0867,5000,85.8,98.43,87.21,3.744341,75147.0,580.8
230.6,14.14,Ti(OBu)4,0.0594,500,62.5,97.82,89.91,1170.183873,73431.0,926.8
99.0,10.26,Ti(OBu)4,0.0278,500000,113.3,79.54,73.87,0.935927,75863.0,669.6
96.2,2.08,H2SO4,0.0386,50000,41.5,46.08,41.22,0.985262,74537.0,670.1
66.9,5.97,Ti(OBu)4,0.0354,50000,116.6,19.77,19.11,0.113664,76861.0,618.7
149.7,8.71,p-TSA,0.0578,5000,39.5,95.31,86.58,44.357912,74773.0,725.6
167.3,6.64,p-TSA,0.0147,2000,20.9,96.3,92.28,26.4827,73278.0,812.2
72.5,12.67,Ti(OBu)4,0.0243,2000,66.2,14.81,14.02,0.128026,71928.0,561.5
207.4,12.41,p-TSA,0.0831,2000,49.3,98.28,92.36,821.705019,71272.0,894.9
146.1,9.57,Amberlyst-15,0.0219,1000000,161.1,93.57,84.14,9.642535,77625.0,886.3
159.6,6.23,Amberlyst-15,0.031,50000,19.3,98.89,89.2,26.514286,74084.0,823.3
143.7,4.57,p-TSA,0.0508,2000,40.0,99.5,88.03,24.850468,75677.0,729.0
136.1,2.48,Ti(OBu)4,0.0565,50000,103.3,98.31,88.88,15.289139,78566.0,775.6
166.3,5.97,H2SO4,0.0787,5000,91.8,98.25,89.85,113.229263,73874.0,800.4
89.5,6.78,Ti(OBu)4,0.0503,500,17.8,26.37,25.41,0.74534,73745.0,538.5
94.6,10.46,H2SO4,0.0811,1000000,11.2,30.87,28.3,2.227259,74736.0,699.1
223.7,10.21,Ti(OBu)4,0.0657,500000,178.0,98.12,93.75,957.311627,75059.0,1034.2
239.8,1.98,p-TSA,0.0202,5000,122.0,98.41,90.92,567.714799,78775.0,972.6
130.9,6.53,Amberlyst-15,0.0241,50000,72.1,94.16,90.25,4.454796,78132.0,740.2
111.4,3.54,Ti(OBu)4,0.0493,5000,90.0,98.49,96.28,3.460057,76242.0,689.1
182.4,3.2,H2SO4,0.0457,500000,55.3,95.97,86.76,127.533724,77899.0,905.7
137.7,12.58,Amberlyst-15,0.0769,1000000,68.6,93.47,90.32,24.460745,74644.0,839.0
64.8,1.59,H2SO4,0.0623,500,120.3,26.71,25.16,0.170945,75598.0,532.0
89.7,6.87,p-TSA,0.0449,500000,160.1,87.59,84.24,0.900741,74397.0,736.4
196.0,3.35,Amberlyst-15,0.0254,1000000,41.3,95.57,90.33,99.574532,72419.0,1026.6
185.2,13.31,H2SO4,0.0304,50000,152.9,93.29,86.05,113.258523,77408.0,880.2
65.1,8.8,Ti(OBu)4,0.0618,500000,30.7,10.03,9.06,0.17432,76063.0,671.3
102.2,4.24,p-TSA,0.0481,5000,46.5,79.72,70.71,2.34593,75036.0,608.5
103.9,8.03,p-TSA,0.0563,2000,16.3,54.0,50.41,3.011493,74995.0,616.5
187.7,11.24,p-TSA,0.0254,5000,33.9,99.5,97.41,115.302117,71988.0,848.6
63.7,14.41,Ti(OBu)4,0.0697,50000,165.9,41.23,39.32,0.221365,73045.0,577.0
79.8,4.09,Ti(OBu)4,0.0867,500,88.1,66.41,60.62,0.682018,75672.0,523.5
212.0,13.41,Amberlyst-15,0.0332,500000,23.2,96.16,92.57,301.870572,73942.0,1000.1
93.9,14.08,Ti(OBu)4,0.0542,500,173.2,98.25,94.02,1.476297,74565.0,540.3
184.0,13.83,Amberlyst-15,0.0978,50000,159.4,96.77,87.88,299.548923,74791.0,920.7
105.3,9.9,p-TSA,0.04,500000,138.3,95.88,84.51,2.402218,73635.0,742.6
78.9,9.82,Amberlyst-15,0.0636,1000000,168.7,69.82,62.27,0.468272,73064.0,703.3
106.2,6.64,H2SO4,0.0181,1000000,47.4,49.46,47.87,0.954482,71775.0,770.4
197.2,11.53,p-TSA,0.0645,5000,152.2,99.41,95.8,459.37004,74707.0,879.7
222.6,8.44,p-TSA,0.0181,5000,127.3,98.28,89.39,299.412616,76237.0,944.2
217.7,10.48,Amberlyst-15,0.0963,50000,157.9,97.05,88.17,1039.17404,71713.0,970.1
135.5,7.0,p-TSA,0.0744,1000000,145.5,96.68,92.75,24.660307,74952.0,881.2
186.9,11.24,Ti(OBu)4,0.0809,500000,68.9,95.33,92.83,297.684052,75562.0,975.1
98.9,12.54,H2SO4,0.0734,1000000,141.6,94.91,90.92,2.736989,73021.0,747.9
115.7,3.05,Amberlyst-15,0.0631,5000,54.6,96.33,90.61,4.543567,77844.0,660.8
230.3,12.66,Amberlyst-15,0.0505,50000,65.9,97.65,88.3,846.018768,74229.0,1007.1
62.5,8.56,p-TSA,0.0873,1000000,28.3,11.09,10.34,0.224539,74797.0,668.7
76.2,12.83,Ti(OBu)4,0.0961,50000,169.0,84.95,76.74,0.673552,74677.0,670.6
99.5,7.04,p-TSA,0.0549,1000000,59.5,83.54,80.27,2.297442,71458.0,707.6
65.0,6.31,p-TSA,0.0938,500,98.5,39.83,36.59,0.337369,77018.0,517.3
94.5,13.81,Amberlyst-15,0.0625,1000000,76.5,82.09,79.09,1.544913,73089.0,770.0
170.8,4.52,p-TSA,0.0585,5000,173.2,98.88,90.79,112.663241,74527.0,767.3
140.1,12.82,H2SO4,0.0509,500000,67.0,94.14,90.6,20.995461,76195.0,829.7
229.6,7.78,p-TSA,0.0288,5000,142.4,99.5,90.88,641.828238,77922.0,927.0
215.3,8.2,p-TSA,0.0103,5000,155.4,95.95,88.66,133.838186,72840.0,936.2
124.9,5.32,Amberlyst-15,0.0317,5000,84.1,99.44,93.63,4.689979,74107.0,686.6
109.3,9.02,p-TSA,0.0559,50000,74.3,94.64,83.95,4.30299,77765.0,704.3
132.1,5.55,Ti(OBu)4,0.0442,2000,137.1,99.5,96.99,10.730038,75927.0,683.1
172.2,1.55,Amberlyst-15,0.0504,2000,165.2,96.78,90.72,73.369011,76342.0,817.0
110.9,4.81,p-TSA,0.0983,500,138.3,99.5,92.61,8.097639,72898.0,619.1
178.6,1.09,H2SO4,0.0415,5000,48.6,98.38,94.83,81.104145,74242.0,838.3
137.8,14.7,H2SO4,0.0507,2000,161.0,98.55,95.25,20.089444,74664.0,714.3
164.9,14.52,Amberlyst-15,0.022,500,75.9,99.5,92.76,27.308632,73284.0,764.3
142.9,6.53,Amberlyst-15,0.0143,50000,108.0,97.94,95.27,5.146343,71651.0,784.2
115.9,11.2,p-TSA,0.0798,5000,151.3,97.14,86.12,8.875095,73979.0,725.8
240.2,5.84,Ti(OBu)4,0.0614,500000,42.0,94.28,84.03,1520.065743,77709.0,1048.4
205.1,10.4,p-TSA,0.0785,50000,143.4,97.97,92.06,701.532436,75118.0,895.9
86.6,12.28,H2SO4,0.0235,500,111.3,47.79,43.75,0.352704,77749.0,497.2
225.0,14.25,Ti(OBu)4,0.0615,50000,161.9,96.12,89.05,949.76047,75358.0,935.1
152.6,6.6,Ti(OBu)4,0.0328,500000,39.2,99.5,90.82,22.728,73471.0,886.7
230.0,11.97,Ti(OBu)4,0.0305,50000,81.5,95.55,87.95,612.537267,77555.0,1026.4
212.0,4.72,p-TSA,0.011,500,151.6,99.5,95.75,117.787973,75425.0,901.1
140.8,14.86,H2SO4,0.0217,500000,13.3,83.38,78.32,10.230834,76924.0,805.2
64.3,1.36,Amberlyst-15,0.0378,500000,29.1,4.44,4.35,0.080572,72863.0,668.0
111.0,9.45,p-TSA,0.0205,50000,178.4,97.5,93.47,1.776975,77078.0,714.3
162.9,10.23,Amberlyst-15,0.0987,500000,57.7,97.19,88.19,99.986826,77138.0,897.2
180.4,10.63,Ti(OBu)4,0.0378,50000,175.8,96.7,87.65,92.198234,75580.0,904.6
109.0,2.69,Ti(OBu)4,0.0217,5000,41.0,58.65,53.59,1.330847,73386.0,634.8
86.5,14.14,p-TSA,0.0279,500000,71.4,43.53,41.98,0.55558,74908.0,778.8
218.6,3.54,H2SO4,0.0629,50000,138.0,97.35,85.93,677.024591,76223.0,1021.5
247.0,9.72,Ti(OBu)4,0.0158,5000,121.8,98.87,89.28,530.251018,75469.0,986.6
159.9,4.12,Amberlyst-15,0.0876,500000,108.8,93.82,91.05,71.93834,76202.0,851.9
92.6,5.3,Amberlyst-15,0.0965,5000,100.1,92.89,87.69,1.741452,77024.0,613.9
111.7,8.65,p-TSA,0.0322,1000000,153.4,95.23,85.96,2.818912,73703.0,784.8
63.5,6.84,Amberlyst-15,0.0505,500000,49.9,7.88,7.11,0.114564,72690.0,675.7
233.7,3.24,H2SO4,0.012,1000000,85.2,98.71,95.38,247.898465,74925.0,1049.2
82.4,3.39,Ti(OBu)4,0.0677,500,36.4,31.6,30.63,0.669247,74341.0,549.4
169.5,6.85,Amberlyst-15,0.0473,500,111.3,99.5,90.11,64.140414,76572.0,712.9
112.1,11.6,Amberlyst-15,0.0343,50000,52.6,86.74,79.98,2.409097,72851.0,728.2
165.3,13.57,Ti(OBu)4,0.0286,2000,66.8,99.08,95.46,41.970022,77041.0,775.1
183.8,2.18,p-TSA,0.0689,1000000,90.1,93.75,89.73,225.374572,77707.0,1017.5
217.7,6.5,Amberlyst-15,0.0475,1000000,14.6,93.9,90.27,476.523123,75001.0,997.7
99.2,2.4,p-TSA,0.0262,500,25.6,32.58,30.36,0.948436,75121.0,624.1
62.1,1.23,p-TSA,0.072,1000000,126.6,26.63,25.86,0.177729,73465.0,604.1
86.0,10.26,Amberlyst-15,0.0609,2000,82.9,63.42,57.88,0.752331,73915.0,540.3
231.0,9.43,H2SO4,0.0873,5000,157.0,96.28,86.23,1830.382315,74183.0,912.1
226.0,3.28,p-TSA,0.0206,5000,128.1,99.5,94.61,338.363731,77886.0,957.6
173.5,4.27,Amberlyst-15,0.0807,2000,11.4,99.5,92.93,123.513978,74856.0,763.6
174.1,1.33,p-TSA,0.0706,1000000,114.8,96.23,92.9,149.430364,72356.0,894.8
186.4,12.69,Ti(OBu)4,0.0204,1000000,25.9,95.93,85.2,68.115279,75511.0,972.0
93.3,14.65,H2SO4,0.0725,1000000,142.8,94.3,90.94,1.76227,76653.0,746.9
233.7,2.9,H2SO4,0.0497,50000,178.6,99.19,90.2,985.197089,74949.0,1020.5
139.6,4.24,Ti(OBu)4,0.095,500000,100.3,94.58,89.43,28.837598,77938.0,829.0
132.8,13.16,Ti(OBu)4,0.0227,2000,126.1,99.26,87.74,5.701974,76555.0,751.9
158.6,13.97,p-TSA,0.0679,2000,50.3,99.5,93.63,87.33824,72902.0,765.9
68.9,6.87,Ti(OBu)4,0.0444,2000,84.4,18.99,18.07,0.167285,73897.0,561.5
91.6,1.71,H2SO4,0.0961,2000,155.5,99.5,91.23,1.920259,75452.0,598.3
200.2,1.55,Ti(OBu)4,0.0397,2000,38.5,99.14,89.38,193.470863,71668.0,832.7
75.7,9.04,Amberlyst-15,0.0966,1000000,55.1,39.05,36.47,0.56893,75673.0,705.8
174.6,6.5,Amberlyst-15,0.0911,50000,85.7,98.89,95.26,158.823033,71477.0,851.8
106.6,1.4,p-TSA,0.0343,500,131.1,99.5,90.78,1.84525,77047.0,598.8
134.0,9.17,H2SO4,0.0823,1000000,73.9,95.11,86.09,24.394637,76815.0,844.1
114.9,1.16,Amberlyst-15,0.0996,1000000,167.7,95.24,86.47,7.10188,76010.0,728.9
127.6,12.02,Ti(OBu)4,0.0327,500000,26.1,87.45,85.26,5.934591,73648.0,755.6
196.6,5.29,Amberlyst-15,0.0493,500,73.0,99.17,90.83,211.587698,75340.0,853.8
116.5,1.56,Amberlyst-15,0.0568,2000,130.5,99.5,87.6,4.465265,73973.0,636.3
167.6,9.24,p-TSA,0.0365,500,48.4,99.5,95.34,62.469325,72938.0,735.5
150.4,6.57,Ti(OBu)4,0.0114,50000,121.6,98.83,93.88,6.384932,74323.0,816.1
186.1,14.63,Ti(OBu)4,0.0298,5000,37.9,98.32,87.79,109.350348,76397.0,838.6
238.0,8.62,Ti(OBu)4,0.0354,1000000,19.5,92.97,90.97,947.167536,75088.0,1107.5
199.2,4.85,p-TSA,0.0499,500,30.6,99.5,93.61,313.625118,77901.0,831.4
100.8,10.93,Ti(OBu)4,0.0254,500000,168.1,91.59,85.18,1.060886,76532.0,743.0
65.9,4.8,Ti(OBu)4,0.0886,50000,103.8,36.21,33.25,0.247791,76317.0,578.7
109.8,13.66,Amberlyst-15,0.0734,5000,145.4,98.25,95.29,4.734749,71782.0,665.3
173.1,6.25,Amberlyst-15,0.0177,50000,66.6,98.57,89.14,29.122429,74430.0,900.8
69.8,8.7,Ti(OBu)4,0.0685,2000,110.8,45.94,41.74,0.287292,72871.0,522.4
154.3,1.71,H2SO4,0.0688,5000,94.1,98.67,88.04,47.93765,74634.0,798.2
173.4,6.97,H2SO4,0.0961,500000,170.8,93.53,89.41,191.128919,73613.0,916.9
123.5,12.65,Ti(OBu)4,0.0103,5000,137.1,95.21,89.45,1.776967,74245.0,715.7
206.5,12.28,H2SO4,0.0323,500000,134.2,96.44,90.74,277.250943,77122.0,1005.0
80.3,4.14,p-TSA,0.0935,2000,17.9,22.15,19.98,0.931062,75950.0,564.7
74.3,4.17,Amberlyst-15,0.0939,500000,103.4,52.35,49.48,0.453097,77014.0,681.1
198.4,12.44,p-TSA,0.0749,50000,89.4,97.57,93.33,594.227861,71799.0,967.2
154.1,14.03,Amberlyst-15,0.0789,500,167.7,99.5,91.12,58.636357,75116.0,727.4
190.8,2.34,H2SO4,0.0182,50000,53.7,98.97,95.02,66.559512,76933.0,926.3
142.6,7.3,H2SO4,0.0562,1000000,55.9,96.35,88.14,22.950012,78013.0,845.5
106.8,5.72,Ti(OBu)4,0.0308,50000,79.9,82.19,78.56,1.450835,71904.0,749.1
215.6,13.19,H2SO4,0.0263,5000,51.4,99.5,87.9,326.785115,74297.0,943.2
211.9,2.17,H2SO4,0.0829,2000,32.0,99.5,93.04,748.112647,77068.0,897.1
192.0,3.96,Ti(OBu)4,0.0222,1000000,155.8,95.43,93.23,84.113086,74615.0,976.3
111.7,11.53,Ti(OBu)4,0.0522,1000000,104.9,92.37,90.35,4.030211,73179.0,808.6
172.1,1.72,Amberlyst-15,0.0945,1000000,156.4,93.88,85.26,124.481512,71900.0,912.2
128.6,7.9,H2SO4,0.0267,500,151.3,98.25,90.8,5.513398,73103.0,602.9
77.4,7.19,Amberlyst-15,0.098,500000,57.9,40.78,36.15,0.650802,71622.0,680.6
234.3,5.68,Amberlyst-15,0.0995,5000,103.1,98.5,95.28,1743.974814,75117.0,1006.4
86.0,6.52,p-TSA,0.06,2000,24.1,30.64,28.71,1.044455,76793.0,627.8
240.5,8.42,H2SO4,0.0253,500,165.6,99.5,91.39,669.533199,72478.0,933.1
144.7,3.26,H2SO4,0.0384,50000,78.7,96.75,86.23,17.514654,75515.0,798.1
95.2,9.01,p-TSA,0.0482,2000,76.9,86.75,84.55,1.574474,76691.0,618.6
163.0,12.28,Amberlyst-15,0.0378,1000000,61.5,92.69,86.49,41.464827,74995.0,899.5
225.9,11.64,H2SO4,0.0353,2000,88.3,98.3,89.29,606.758156,71779.0,945.2
199.1,3.15,Amberlyst-15,0.0975,2000,52.8,99.24,90.81,414.289124,75772.0,860.3
213.2,3.09,p-TSA,0.0238,50000,73.7,95.64,86.75,273.692677,74891.0,998.4
185.2,4.75,Ti(OBu)4,0.076,500000,146.0,94.87,89.19,221.928585,74687.0,969.6
191.5,6.06,Amberlyst-15,0.01,5000,151.8,98.17,95.52,36.406345,73906.0,888.1
