temperature_C,pressure_atm,catalyst_ratio_mol_pct,mixing_speed_rpm,residence_time_min,efficiency_pct,yield_pct,cost_per_batch_INR
248.8,13.19,1.789,247,45.9,39.18,38.36,1660
64.3,11.27,0.695,314,173.4,50.86,47.77,1229
123.0,13.5,4.048,153,67.8,55.26,50.18,1592
234.5,14.01,4.502,444,113.3,56.54,52.6,1981
182.1,7.29,3.261,149,170.0,92.0,85.22,1468
163.0,10.77,2.671,517,46.4,64.08,57.83,1629
181.2,6.56,4.374,347,155.7,99.0,99.0,1683
121.2,13.87,1.582,351,172.0,46.13,42.93,1478
73.5,8.88,2.294,563,155.1,70.95,70.98,1503
112.3,11.53,2.784,475,149.3,62.91,60.28,1571
123.9,1.2,0.722,459,55.0,71.36,72.55,1099
151.2,9.06,3.599,522,79.2,86.45,79.36,1637
134.8,11.39,1.349,100,139.3,49.14,44.88,1275
159.0,4.6,1.999,449,30.1,95.64,86.1,1335
97.3,1.2,2.365,178,161.0,67.4,66.47,1115
95.0,11.41,3.373,205,45.7,67.65,63.37,1434
126.8,5.73,0.795,58,106.0,77.2,77.54,1002
150.0,7.0,2.034,542,27.9,86.66,84.58,1499
124.9,8.87,1.735,457,41.5,73.23,70.98,1382
169.5,2.54,0.507,127,109.5,78.97,75.69,1100
118.9,2.45,3.612,230,117.9,83.57,77.8,1386
93.7,14.45,1.562,314,55.9,54.14,49.14,1389
223.9,5.74,1.249,322,30.2,96.57,92.05,1448
98.1,4.58,4.091,378,103.4,88.03,80.27,1389
243.7,1.67,0.676,310,152.9,74.96,75.61,1242
247.6,3.44,4.551,407,44.2,99.0,98.95,1791
192.4,7.03,3.591,536,127.6,99.0,96.46,1730
155.4,5.79,1.273,269,75.6,86.4,82.45,1255
211.1,6.94,2.075,532,170.3,90.39,86.28,1659
225.9,10.85,4.775,171,24.0,76.15,72.78,1895
194.8,9.99,3.285,117,16.8,67.67,66.96,1579
79.4,7.9,3.239,182,31.1,75.95,69.5,1279
60.6,12.41,3.439,164,143.0,72.75,70.12,1419
96.5,13.0,2.582,592,166.9,53.37,53.23,1587
95.8,9.27,1.253,260,149.8,65.17,62.64,1264
94.7,2.65,1.179,408,132.0,67.75,61.09,1081
156.9,6.69,3.593,433,19.8,98.53,91.57,1535
158.8,9.88,4.478,295,46.3,79.85,78.27,1776
197.4,1.88,1.851,173,169.0,74.96,75.87,1222
98.3,1.28,2.765,291,115.9,71.83,72.36,1120
77.6,14.28,4.965,311,89.6,76.1,76.0,1792
186.6,11.22,1.657,575,120.9,63.22,64.11,1726
152.0,3.14,2.256,363,40.4,94.1,87.85,1211
186.6,7.23,2.136,583,161.8,90.96,82.0,1651
132.3,3.71,0.647,367,121.6,82.01,77.29,1132
202.7,1.14,2.793,130,90.1,80.94,78.45,1332
189.7,6.48,1.439,261,87.8,88.92,83.4,1345
183.6,10.08,1.079,486,149.8,59.37,53.75,1539
65.2,14.36,3.697,282,62.3,75.86,72.89,1557
223.0,11.78,3.946,105,33.3,54.94,50.76,1796
131.6,4.22,4.5,103,41.6,99.0,97.74,1358
85.8,5.71,4.704,180,23.8,81.21,73.96,1455
203.6,8.29,4.411,361,96.3,92.36,93.74,1786
152.4,3.68,1.051,507,125.1,91.21,91.68,1311
66.1,12.66,1.506,344,168.8,59.58,59.87,1284
208.6,3.35,1.051,460,137.6,88.1,87.64,1374
142.7,5.06,2.091,405,109.1,94.23,91.97,1375
203.4,9.09,1.058,338,156.9,72.5,65.71,1547
203.6,2.73,3.44,168,161.7,94.49,92.55,1452
79.0,9.74,3.725,536,131.1,78.01,77.2,1561
176.5,14.22,1.218,202,19.6,33.85,31.0,1471
128.4,10.68,3.297,189,59.6,68.57,66.78,1540
163.8,12.38,0.603,192,67.2,43.06,41.23,1328
76.8,7.14,2.455,103,179.6,75.16,71.91,1139
171.8,6.11,1.784,324,88.9,94.57,87.37,1325
207.7,5.6,4.993,230,139.5,99.0,97.88,1705
247.5,10.25,4.653,337,148.3,80.15,81.03,1947
120.9,8.26,1.164,299,121.1,71.85,71.46,1239
89.5,7.61,4.628,336,13.1,85.3,80.54,1623
129.5,2.41,2.385,214,13.3,80.68,82.14,1205
63.7,10.43,3.095,498,149.2,70.45,66.49,1587
137.7,11.16,2.902,344,135.7,61.73,57.3,1579
233.8,3.75,3.768,165,101.1,92.92,94.42,1502
96.9,11.64,2.007,546,52.3,62.0,61.67,1467
150.8,13.31,0.814,110,24.7,35.73,35.42,1331
168.8,3.44,2.379,453,37.9,93.82,85.31,1443
94.2,7.33,2.95,423,108.7,79.7,73.57,1400
122.7,13.27,2.997,90,102.8,52.97,47.79,1531
233.2,7.82,4.067,546,170.0,90.88,90.26,1951
116.2,12.41,0.699,224,172.7,40.99,38.26,1246
180.7,4.02,4.946,457,107.9,99.0,90.67,1650
86.0,1.9,4.958,202,153.0,85.33,78.66,1373
187.3,1.83,0.946,339,148.1,78.23,76.42,1207
113.0,14.61,2.048,585,137.9,50.62,48.19,1678
103.9,3.31,3.156,386,84.3,89.16,90.31,1351
83.6,13.11,2.18,213,76.2,57.03,53.83,1309
68.9,5.42,2.694,302,54.9,72.07,72.08,1243
243.9,1.56,1.967,422,169.3,79.53,76.79,1451
138.6,4.37,3.705,295,151.9,98.98,97.46,1449
207.7,8.08,2.138,551,40.1,83.05,76.42,1599
234.8,2.49,2.434,527,52.9,96.3,95.33,1556
98.8,13.91,3.092,131,108.8,57.62,52.45,1465
225.3,13.6,4.861,482,80.3,57.01,56.03,2138
194.5,3.09,3.388,568,46.4,99.0,94.63,1600
169.8,11.32,0.936,224,144.5,52.71,48.88,1355
213.7,7.45,1.935,181,10.3,83.58,80.04,1385
81.0,14.75,2.389,55,68.4,60.33,60.49,1415
110.1,1.78,3.831,114,168.0,77.43,71.13,1262
84.9,7.59,2.511,579,139.3,81.1,74.64,1534
230.2,5.0,3.466,265,78.2,99.0,95.44,1573
78.8,11.17,4.278,263,167.9,73.77,71.93,1501
246.2,2.56,0.97,197,163.1,75.74,71.99,1258
80.9,9.79,3.946,140,18.9,73.15,68.18,1385
185.7,14.27,3.855,330,31.7,43.95,39.9,1819
185.5,7.35,4.189,448,75.8,99.0,89.69,1758
236.9,7.36,4.802,353,168.0,98.89,89.48,1906
121.4,7.94,1.893,69,153.5,68.55,69.11,1226
123.1,6.82,2.431,492,18.1,82.86,75.88,1445
220.8,7.26,1.682,562,97.1,83.19,77.82,1650
245.9,7.49,1.972,292,132.4,80.82,82.3,1548
65.7,14.97,1.984,252,56.9,64.0,64.72,1477
180.7,2.63,4.414,176,132.8,99.0,89.61,1620
106.3,4.99,0.783,216,72.9,73.73,71.23,1017
198.3,3.95,1.412,404,56.6,92.81,90.58,1419
206.8,8.62,3.248,474,76.7,90.7,82.22,1794
204.9,1.04,3.943,233,171.6,84.85,83.78,1478
142.7,13.9,3.638,237,163.9,51.74,52.7,1749
90.0,8.44,0.71,298,165.4,62.84,59.79,1171
171.1,13.55,2.542,144,166.0,37.76,36.02,1607
209.9,5.83,1.33,560,40.3,94.4,92.43,1512
233.3,3.1,4.947,438,162.3,99.0,97.85,1780
146.0,3.69,4.995,288,46.1,99.0,98.48,1578
106.7,7.59,0.729,117,152.5,73.53,66.86,1094
82.6,1.56,3.505,517,102.1,84.34,84.0,1269
211.5,11.95,4.159,316,50.8,60.36,60.59,1881
161.7,12.07,1.962,488,77.7,48.2,43.64,1613
188.1,10.83,3.621,68,83.7,64.97,58.78,1570
90.3,13.55,1.345,201,134.6,55.96,54.07,1370
61.2,8.69,1.076,392,113.0,55.54,53.3,1140
243.8,7.71,4.664,318,148.9,91.87,93.49,1831
214.1,8.41,3.391,212,77.5,85.8,80.25,1572
136.0,3.55,4.176,161,136.4,93.03,90.32,1356
146.9,8.17,2.897,216,144.8,77.78,74.73,1556
236.5,8.58,1.196,458,20.7,74.95,72.27,1541
99.5,11.7,2.195,151,73.9,63.08,61.77,1337
212.5,5.87,4.467,377,160.6,99.0,95.49,1806
63.4,2.29,0.57,283,129.8,54.78,49.35,916
226.4,9.36,1.432,470,81.1,71.89,71.98,1605
172.0,12.03,1.64,161,41.1,41.94,38.76,1415
150.7,14.57,1.683,199,26.4,33.95,31.5,1540
194.2,2.26,0.944,269,49.0,83.09,81.25,1169
72.9,11.45,4.317,142,51.6,77.43,74.13,1600
97.2,9.34,1.218,304,73.0,64.73,62.72,1234
137.3,1.21,4.234,279,40.1,87.54,84.01,1458
177.4,11.06,2.098,595,34.8,55.46,52.69,1737
87.5,1.37,2.558,377,153.5,73.95,70.85,1203
132.1,11.99,2.583,88,52.4,51.81,47.5,1418
109.6,11.1,3.709,303,105.5,66.24,67.32,1552
182.7,10.63,3.791,533,43.9,68.22,66.1,1817
234.7,2.68,3.383,527,93.6,97.65,91.25,1704
91.5,13.87,3.982,579,57.0,64.27,63.34,1813
96.0,13.58,0.537,542,24.8,47.97,48.24,1331
174.1,13.6,2.772,147,177.0,42.25,39.53,1543
146.2,6.05,2.858,52,87.8,88.09,82.71,1279
196.4,7.89,1.577,389,76.8,79.52,75.75,1509
114.7,2.61,3.004,436,43.9,83.99,77.78,1315
163.5,1.72,2.602,122,94.2,83.6,83.36,1175
133.5,1.82,2.625,142,118.0,75.66,73.4,1106
113.4,8.96,1.033,580,61.8,72.84,66.06,1435
198.6,5.5,2.459,569,91.7,99.0,99.0,1598
211.2,9.11,3.949,136,50.3,82.95,80.38,1743
122.5,9.3,2.345,186,99.7,73.34,73.84,1286
178.4,13.7,2.694,541,143.8,44.56,42.79,1842
93.9,13.35,4.854,289,20.2,70.16,68.05,1746
210.3,11.06,4.423,489,98.0,71.14,67.9,1982
113.4,12.46,4.679,268,77.9,70.94,67.44,1744
92.5,1.04,0.85,455,22.6,67.67,62.67,1003
238.6,1.22,3.284,268,169.9,77.72,78.92,1467
140.3,7.42,1.505,545,54.2,80.72,74.41,1434
182.3,10.15,2.319,229,106.0,65.21,62.81,1465
213.8,12.12,3.559,338,73.3,55.01,50.08,1867
190.4,7.26,3.105,337,56.1,98.43,99.0,1454
167.3,14.16,2.776,407,99.6,40.33,38.99,1682
130.6,12.41,4.165,219,127.1,63.27,63.13,1575
234.5,2.44,3.572,403,143.5,97.85,94.68,1656
85.4,7.16,4.195,128,117.8,79.98,79.7,1380
227.9,14.93,4.694,541,99.5,58.2,56.11,2117
194.9,6.74,3.704,129,142.1,99.0,94.39,1532
168.6,6.41,2.279,512,98.0,94.48,90.2,1527
121.7,5.12,1.458,431,175.6,83.42,75.1,1196
87.7,7.81,1.719,238,99.5,68.33,64.53,1208
144.2,11.22,2.285,230,63.9,55.03,55.81,1538
208.9,1.66,3.83,581,85.9,91.76,90.02,1720
201.6,12.7,0.681,157,93.3,40.14,40.56,1474
182.6,13.85,4.164,448,58.2,49.74,45.96,1934
248.6,11.94,3.912,151,37.0,58.7,56.29,1868
244.8,13.82,2.747,548,83.3,45.13,40.8,1988
136.0,2.33,2.299,458,162.5,84.94,83.35,1245
96.6,7.3,1.007,563,53.4,74.84,74.4,1249
148.1,1.99,1.804,534,71.5,80.27,79.45,1335
220.5,12.72,0.993,352,138.8,32.42,29.51,1564
147.1,14.34,4.185,134,24.0,48.04,44.66,1658
123.8,5.17,2.792,172,150.3,88.6,86.71,1332
200.8,8.5,1.611,161,132.4,76.03,75.35,1401
183.5,5.17,0.581,171,103.5,87.95,82.05,1163
244.1,6.3,2.858,312,45.6,95.81,90.9,1559
164.4,7.67,3.884,527,25.8,93.09,87.71,1689
243.8,12.07,3.949,63,49.4,51.6,46.47,1759
115.3,3.06,1.465,181,139.5,78.22,75.81,1014
224.3,3.2,4.978,378,168.7,99.0,97.05,1671
126.7,3.83,3.06,526,135.4,88.5,82.58,1524
213.8,1.74,1.994,214,99.7,82.97,81.52,1357
235.9,10.01,2.268,260,171.6,61.31,56.97,1624
178.4,3.66,1.06,255,150.9,84.21,83.02,1134
198.4,7.13,2.72,212,121.5,97.48,93.08,1402
242.1,10.6,3.89,434,16.4,74.75,75.09,1886
131.3,7.29,2.342,411,58.9,89.07,85.98,1308
157.2,13.68,4.401,514,62.4,58.27,53.73,1899
230.7,11.77,2.645,555,69.0,60.54,60.46,1755
187.8,4.82,4.553,545,76.2,99.0,98.34,1744
226.0,2.83,3.664,347,169.7,98.27,89.44,1587
177.5,13.52,0.748,152,136.1,32.55,29.48,1402
200.5,6.56,0.802,172,127.6,87.86,80.52,1373
62.5,6.36,4.1,375,82.5,77.63,77.74,1403
124.5,12.34,2.106,555,67.4,56.35,52.88,1694
206.4,1.13,1.352,342,30.3,73.47,70.57,1268
136.8,7.32,4.394,565,87.1,97.56,94.87,1815
128.9,11.0,4.925,194,44.9,72.01,71.23,1590
240.8,12.88,4.139,97,76.5,57.07,57.05,1777
165.0,13.39,3.763,488,36.6,48.85,46.99,1838
96.6,7.52,0.504,534,68.5,69.99,66.48,1316
149.7,12.87,0.977,296,17.3,35.59,32.86,1419
158.5,1.5,3.519,106,11.0,74.66,72.64,1233
247.9,5.28,2.343,73,157.9,91.6,88.49,1455
196.5,1.15,0.588,84,119.0,70.29,65.71,1074
158.7,3.32,3.834,292,109.9,97.72,93.18,1408
142.1,11.15,2.384,179,97.3,59.21,58.55,1412
233.9,1.06,3.465,304,133.5,81.79,79.76,1583
182.7,8.32,2.608,319,135.1,83.26,79.75,1598
127.7,6.8,0.619,302,169.0,73.1,68.18,1248
148.3,2.72,3.362,391,51.5,94.29,92.42,1457
112.8,10.6,4.046,424,143.5,72.68,70.88,1617
242.5,10.7,1.202,268,178.5,54.27,51.83,1559
193.4,11.17,4.51,235,14.9,70.39,65.37,1737
134.5,11.71,1.317,253,73.6,52.81,48.63,1427
94.8,5.41,2.403,89,84.1,77.18,72.61,1109
93.6,14.92,2.872,227,149.7,56.1,56.61,1450
150.8,2.02,1.912,160,12.3,76.9,76.16,1139
148.8,10.07,2.752,210,111.8,64.03,64.47,1536
139.4,14.59,3.733,443,161.7,55.86,55.93,1742
221.8,4.14,3.715,594,35.1,99.0,94.55,1730
246.0,4.89,4.65,558,29.6,99.0,95.4,1855
127.4,9.06,4.379,502,180.0,82.17,75.62,1765
116.0,11.94,4.933,455,150.4,72.19,71.22,1709
206.3,5.61,3.179,570,128.6,99.0,94.11,1740
145.5,12.71,2.302,464,77.8,52.1,47.9,1599
101.3,4.37,1.58,309,155.2,78.93,71.94,1138
94.4,13.24,1.598,381,166.9,56.05,55.13,1479
113.3,4.54,1.179,218,134.5,80.29,76.91,1164
60.3,9.64,3.77,52,77.7,67.28,60.63,1315
238.9,6.01,3.444,244,109.2,99.0,98.9,1588
141.7,5.51,1.815,273,26.7,83.27,81.14,1240
75.7,5.96,4.515,453,36.9,90.54,81.9,1567
91.3,7.99,2.985,523,143.1,80.49,75.39,1438
121.4,12.83,0.811,579,15.0,43.64,43.06,1515
164.8,11.63,0.777,243,18.4,45.37,41.15,1378
193.7,7.29,1.144,577,96.4,84.25,83.27,1547
118.5,4.95,1.451,490,39.0,78.18,75.1,1277
241.9,12.96,4.493,67,59.9,55.87,55.53,1834
204.5,13.18,4.003,377,77.8,49.6,49.73,1868
216.9,7.35,1.408,251,98.8,84.83,84.16,1395
121.5,10.74,1.618,69,58.2,56.52,51.4,1192
132.4,6.17,3.366,342,92.2,94.11,89.9,1483
162.2,3.09,4.422,372,73.0,99.0,92.89,1556
145.8,5.5,1.925,189,23.8,87.67,84.26,1170
109.4,10.55,2.865,567,157.4,68.81,69.91,1585
249.5,11.77,4.507,386,57.8,69.03,63.16,1982
221.2,12.92,3.968,147,113.6,58.72,58.94,1771
105.2,1.25,4.512,447,106.9,80.37,81.89,1416
229.6,7.81,1.751,325,43.9,80.67,82.18,1525
171.5,4.83,3.609,310,15.1,99.0,98.56,1549
62.4,10.58,1.013,509,155.7,64.5,61.65,1298
125.8,4.43,3.273,126,94.6,91.79,84.57,1305
64.9,8.93,1.868,320,80.5,70.52,68.62,1175
76.7,10.97,3.657,479,139.7,69.46,67.6,1535
94.0,11.78,1.138,413,15.6,54.12,50.77,1293
152.0,4.77,3.495,53,140.1,98.27,95.71,1303
132.4,2.23,3.688,483,79.5,88.4,80.79,1445
88.3,4.06,4.357,570,103.8,81.0,79.06,1602
135.0,9.39,3.592,438,137.9,76.89,77.47,1588
117.8,1.57,2.853,532,103.0,82.89,79.3,1376
137.9,3.22,4.029,248,20.5,93.6,92.83,1358
92.7,14.94,1.78,243,133.9,49.8,48.62,1434
175.8,6.35,3.549,226,143.7,96.75,87.11,1503
68.5,7.95,3.76,454,88.5,74.88,68.49,1432
133.7,1.15,2.266,568,84.6,74.54,74.02,1270
230.0,9.29,4.95,537,52.8,86.58,78.34,2082
139.7,5.55,2.102,133,119.5,88.12,89.42,1196
143.8,8.42,0.88,394,159.9,64.25,64.72,1375
72.9,8.37,1.866,598,121.5,74.24,70.05,1416
175.0,14.54,0.947,212,141.1,30.68,28.75,1457
237.9,4.76,2.027,399,152.4,90.09,87.71,1521
115.4,8.99,1.075,549,48.4,65.99,64.24,1388
134.7,6.34,2.478,545,78.4,89.68,81.67,1504
171.8,6.91,4.001,227,84.1,99.0,91.66,1544
77.7,1.78,0.803,102,105.0,61.39,59.94,765
240.6,10.64,3.034,405,18.4,64.68,64.42,1771
148.8,3.73,0.697,571,110.0,83.29,76.88,1323
81.9,7.56,4.481,329,25.0,82.72,81.41,1502
123.7,7.08,4.646,302,147.1,88.13,88.52,1554
131.0,7.55,2.716,525,173.7,80.14,73.26,1449
125.6,6.26,3.962,284,59.3,92.85,88.46,1539
191.7,4.39,3.168,425,96.1,99.0,99.0,1534
125.6,7.28,2.033,264,149.9,79.64,75.22,1359
121.5,1.65,1.603,257,63.5,69.76,65.04,1116
121.2,4.39,3.914,153,36.8,97.08,96.06,1382
207.8,11.99,2.435,99,135.6,43.09,40.85,1651
118.6,12.8,4.641,537,128.7,71.73,70.64,1860
62.7,11.01,4.891,150,106.9,73.06,66.86,1513
129.5,9.86,1.447,84,170.6,64.29,62.14,1320
112.9,12.36,3.025,370,172.4,59.92,56.65,1626
232.7,2.79,2.916,350,156.5,93.85,95.7,1481
150.8,8.35,4.406,362,59.8,87.8,85.25,1726
104.6,2.63,3.609,307,48.3,83.98,82.45,1378
246.5,11.89,3.233,128,152.1,53.5,48.99,1622
106.9,8.29,3.556,62,120.7,77.13,78.59,1286
205.0,12.34,2.253,76,77.3,47.92,43.43,1503
183.4,12.19,4.821,569,79.7,66.46,60.38,2035
147.8,7.53,0.759,343,155.1,76.23,69.3,1308
137.1,7.96,0.631,270,37.8,75.27,75.6,1237
225.8,1.4,2.37,276,170.5,81.24,80.22,1412
150.3,8.33,1.196,409,117.6,74.69,75.94,1319
131.3,10.48,2.952,257,144.5,64.88,58.91,1441
127.3,4.27,0.541,488,73.0,87.65,86.16,1243
112.4,14.81,2.569,193,109.8,51.12,49.28,1528
137.7,14.65,1.827,252,137.5,39.85,38.93,1584
82.8,4.96,1.411,564,84.0,73.17,70.36,1203
72.4,10.98,2.501,193,92.9,70.27,68.94,1268
162.9,1.42,4.345,414,109.0,93.62,94.45,1446
146.3,10.32,3.449,251,20.8,68.57,66.55,1612
92.9,9.74,1.22,309,156.7,63.81,64.3,1311
80.3,12.51,2.745,75,157.3,60.39,60.02,1375
87.2,5.26,4.693,142,57.8,86.4,86.72,1348
119.9,13.29,2.477,106,159.6,47.03,46.05,1471
145.8,13.01,2.617,515,136.7,51.21,49.27,1731
96.7,10.37,4.736,579,92.1,80.11,72.77,1667
203.6,7.61,1.111,87,69.1,79.43,79.44,1273
96.7,9.66,3.808,92,77.9,73.71,68.48,1424
83.6,11.22,1.846,354,100.9,59.5,53.81,1421
249.0,14.65,4.397,327,80.1,52.29,50.32,2037
145.1,2.7,0.745,408,81.4,79.33,77.42,1157
92.3,5.38,4.957,455,44.5,98.26,96.24,1566
230.0,11.93,3.959,488,130.3,60.94,59.75,1971
103.9,6.73,1.779,132,113.6,76.26,74.61,1085
235.9,10.41,3.924,71,178.6,71.38,71.17,1682
82.6,2.86,4.653,539,34.0,81.73,81.1,1374
219.9,10.93,1.008,308,29.3,47.39,47.27,1501
95.0,10.44,4.611,584,97.7,78.24,74.73,1781
238.3,9.2,2.121,343,35.8,72.43,65.73,1597
169.1,11.71,0.529,331,113.8,44.61,43.57,1395
96.1,13.32,1.006,393,43.3,50.12,46.38,1408
220.5,12.61,4.482,144,92.1,52.27,52.43,1975
134.2,2.79,4.922,190,113.9,99.0,97.67,1435
199.2,11.42,4.529,548,87.9,67.25,66.71,2004
182.3,7.3,2.487,167,64.4,93.11,87.0,1406
195.7,5.67,4.826,178,143.0,99.0,96.62,1651
125.3,13.32,2.331,330,155.3,55.49,53.46,1547
238.4,8.83,1.012,403,57.3,67.29,62.73,1523
166.4,8.02,2.034,50,148.3,76.52,76.33,1292
74.7,11.98,4.993,301,76.6,76.13,73.54,1721
72.7,8.75,3.317,269,92.9,75.12,69.33,1389
200.3,13.01,2.03,526,49.4,40.85,38.26,1697
221.5,2.44,3.309,512,116.4,88.69,82.24,1582
192.1,11.87,2.431,548,27.2,50.23,47.09,1713
112.7,3.29,0.723,513,110.6,81.3,75.01,1199
102.9,4.15,1.405,483,178.3,72.08,68.08,1174
167.4,3.51,0.587,522,138.1,87.1,85.64,1303
97.4,4.34,1.647,146,162.2,72.58,73.67,1111
132.0,11.25,3.828,237,88.9,65.93,61.0,1610
179.5,10.17,1.37,426,34.2,67.99,63.64,1541
114.1,4.22,2.876,558,59.0,88.54,79.71,1396
131.3,4.78,3.657,417,18.3,95.81,88.82,1523
128.5,2.39,2.969,164,95.3,84.64,80.43,1146
147.5,6.8,0.569,570,120.4,87.2,83.31,1318
188.1,6.3,2.135,468,82.2,91.89,85.64,1497
208.6,3.04,2.487,444,105.7,99.0,90.89,1529
186.4,12.68,2.042,469,64.5,50.76,49.11,1777
65.0,12.94,2.958,413,24.6,70.59,66.99,1497
230.4,2.53,2.809,62,83.4,88.47,84.15,1344
170.4,4.73,1.344,189,103.1,89.96,90.62,1153
234.8,11.31,3.884,576,177.0,64.1,62.01,1981
243.1,13.18,1.225,209,69.0,40.88,38.69,1664
148.9,2.0,2.565,474,125.2,82.81,77.05,1262
234.1,13.63,3.903,283,149.8,53.93,51.31,1910
129.4,1.86,3.638,549,67.0,89.17,89.47,1489
109.5,9.87,2.445,357,168.1,67.87,68.94,1441
74.0,1.31,4.05,398,67.6,77.24,73.01,1282
145.8,14.0,3.712,182,174.9,50.68,46.88,1717
190.9,5.95,2.23,82,10.4,89.61,90.48,1284
245.6,10.08,4.53,466,117.8,78.44,71.96,1941
159.0,3.58,1.139,87,144.3,78.68,73.62,991
199.6,5.5,2.113,447,57.6,97.5,90.14,1515
230.3,11.46,3.64,356,29.9,57.97,56.11,1857
163.2,14.62,4.428,501,14.1,51.67,49.04,1930
91.7,14.89,1.952,163,22.6,54.68,51.1,1362
221.2,12.34,3.026,348,102.3,51.91,51.5,1786
169.1,12.86,0.553,388,152.7,37.32,36.56,1478
204.1,14.57,2.169,91,20.7,35.97,36.67,1548
185.1,1.56,1.989,456,29.2,79.92,74.92,1247
71.6,3.38,4.291,264,10.9,78.15,78.26,1219
92.1,1.74,0.833,121,58.0,63.57,59.52,807
114.4,8.02,0.78,263,166.6,66.4,59.83,1118
114.1,14.42,2.492,104,57.0,48.0,44.07,1458
219.4,9.15,2.333,538,84.9,75.91,72.95,1720
173.7,8.78,1.227,301,40.4,74.1,73.89,1376
75.8,12.57,1.685,126,29.8,57.09,51.78,1278
133.6,14.01,4.884,189,41.0,59.77,59.76,1790
165.7,10.78,2.809,449,45.8,67.71,66.76,1677
107.8,13.54,0.895,482,32.1,44.46,40.2,1457
67.6,3.45,0.724,73,144.6,54.77,49.99,795
132.3,8.05,0.689,83,91.1,71.32,64.84,1050
147.6,6.1,2.251,554,101.8,92.86,91.14,1453
231.9,5.66,4.395,232,73.7,99.0,95.77,1746
232.6,4.0,4.248,156,45.8,99.0,93.36,1705
155.1,13.52,2.155,118,26.0,36.75,33.46,1518
149.6,7.31,3.985,312,22.9,95.4,90.36,1591
181.7,8.42,3.885,474,41.5,91.44,89.78,1795
109.0,4.87,2.673,337,154.5,81.4,74.17,1375
114.3,14.48,2.32,61,46.8,45.63,45.76,1380
60.5,9.56,1.312,316,70.3,63.34,57.49,1342
74.9,1.01,1.754,221,107.4,68.63,66.78,1046
93.9,4.75,2.024,426,96.9,82.89,76.48,1177
181.7,14.99,4.157,338,123.2,48.32,44.02,1848
100.4,14.65,2.988,581,43.0,54.84,51.69,1870
83.6,8.62,1.404,379,99.1,70.26,68.86,1308
177.1,8.9,0.931,398,140.5,77.79,71.14,1383
183.8,13.62,2.735,336,75.9,46.4,44.41,1722
71.3,10.92,3.498,221,175.2,68.17,64.67,1468
206.9,14.05,4.185,397,108.3,51.33,48.83,1997
175.2,7.71,4.088,233,124.7,97.63,98.92,1675
135.4,14.66,4.209,445,88.0,57.34,54.0,1866
246.8,8.55,2.515,180,155.8,81.35,82.89,1606
61.9,10.03,4.395,252,86.8,75.17,72.51,1472
163.5,2.16,2.501,371,170.2,83.08,83.17,1281
90.3,9.56,1.257,396,62.3,66.6,62.72,1242
122.6,11.75,2.288,418,157.2,59.27,53.95,1528
85.3,7.15,2.03,435,118.7,72.89,66.34,1323
187.0,8.03,2.265,225,145.8,81.86,79.31,1381
136.3,6.51,3.464,541,16.4,91.66,92.73,1687
247.4,14.57,3.456,66,57.1,41.52,37.73,1776
184.2,7.67,1.512,154,154.0,81.91,80.49,1284
234.3,2.77,1.922,89,64.1,83.89,81.17,1287
105.8,1.4,3.179,419,131.2,83.35,81.54,1163
120.6,11.81,0.879,201,178.7,42.92,39.74,1302
128.9,8.67,3.599,160,40.1,80.03,72.71,1408
219.3,1.04,1.305,314,81.0,75.35,68.49,1161
100.2,6.36,4.328,390,38.1,91.15,84.73,1526
239.9,13.8,2.307,391,36.2,39.57,36.63,1827
68.3,14.27,1.494,357,117.6,65.47,59.92,1490
229.1,1.75,3.505,596,42.5,90.71,84.52,1668
145.8,2.73,2.993,523,92.1,98.11,94.58,1443
159.9,1.07,1.274,181,176.3,66.77,67.7,1072
249.5,13.16,4.222,467,66.6,61.4,62.06,1921
225.3,1.99,2.54,363,158.5,83.84,78.19,1450
231.8,2.51,1.185,89,77.4,78.58,71.34,1199
171.3,4.19,4.083,77,54.7,99.0,99.0,1408
241.7,13.84,1.1,490,67.2,33.7,32.26,1712
190.7,10.64,4.856,350,31.7,68.19,69.38,1889
215.7,9.64,2.488,364,125.4,70.85,68.34,1603
197.0,11.99,3.777,235,96.5,53.85,54.19,1784
208.4,10.71,2.534,562,114.4,58.03,55.35,1792
181.2,11.44,1.344,442,61.5,53.98,52.61,1631
198.0,2.03,3.912,560,121.1,93.56,90.22,1605
142.8,9.26,1.802,105,38.0,66.17,61.3,1363
194.3,11.54,3.571,371,120.9,61.58,61.07,1788
112.6,8.92,1.658,401,23.8,71.16,64.51,1355
180.6,1.17,1.585,119,78.0,73.56,69.4,1072
159.5,3.96,2.559,240,113.7,95.1,95.52,1334
230.7,14.48,4.173,168,155.4,47.67,45.78,1873
187.9,10.87,3.261,591,148.1,64.29,58.46,1822
173.4,10.64,0.791,349,99.6,53.63,49.6,1458
119.5,10.24,3.802,223,160.2,64.42,58.83,1537
223.9,2.79,3.109,415,96.0,97.76,91.24,1566
70.3,1.06,3.306,413,97.9,73.64,67.74,1285
231.0,7.17,2.091,241,132.5,93.88,92.51,1535
184.1,7.22,3.003,597,159.2,96.64,94.62,1649
96.0,12.37,2.173,495,112.5,64.11,58.74,1508
231.6,3.54,0.867,270,170.5,85.26,81.28,1298
122.0,4.85,4.3,413,49.5,99.0,92.61,1632
92.0,2.1,3.551,441,167.1,80.92,76.11,1256
